Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.543884,-45.5074,-47.3074,-46.077,-44.4271,0,44.4271,0,0,MINE_TEST,1.25
0.572268,-43.5164,-45.3164,-45.2555,-44.3392,0,44.3392,0,0,MINE_TEST,1.25
0.600591,-42.1043,-43.9043,-44.1777,-44.0738,0,44.0738,0,0,MINE_TEST,1.25
0.626466,-40.7683,-42.5683,-43.1117,-43.6434,0,43.6434,0,0,MINE_TEST,1.25
0.651519,-39.6382,-41.4382,-42.2298,-43.0795,0,43.0795,0,0,MINE_TEST,1.25
0.68098,-39.177,-40.977,-41.5916,-42.4344,0,42.4344,0,0,MINE_TEST,1.25
0.710666,-39.2557,-41.0557,-41.1708,-41.7808,0,41.7808,0,0,MINE_TEST,1.25
0.740006,-39.063,-40.863,-40.9027,-41.2063,0,41.2063,0,0,MINE_TEST,1.25
0.769401,-38.8301,-40.6301,-40.7305,-40.7976,0,40.7976,0,0,MINE_TEST,1.25
0.793857,-38.6864,-40.4864,-40.6308,-40.6188,0,40.6188,0,0,MINE_TEST,1.25
0.823714,-38.5695,-40.3695,-40.611,-40.6923,0,40.6923,0,0,MINE_TEST,1.25
0.848346,-38.7001,-40.5001,-40.6967,-40.9959,0,40.9959,0,0,MINE_TEST,1.25
0.877946,-38.7827,-40.5827,-40.9252,-41.475,0,41.475,0,0,MINE_TEST,1.25
0.908026,-38.9945,-40.7945,-41.3396,-42.0625,0,42.0625,0,0,MINE_TEST,1.25
0.937682,-39.6049,-41.4049,-41.977,-42.6952,0,42.6952,0,0,MINE_TEST,1.25
0.9669,-40.4943,-42.2943,-42.842,-43.3219,0,43.3219,0,0,MINE_TEST,1.25
0.997859,-41.7146,-43.5146,-43.8756,-43.9052,0,43.9052,0,0,MINE_TEST,1.25
1.0229,-43.3672,-45.1672,-44.9382,-44.417,0,44.417,0,0,MINE_TEST,1.25
1.04758,-45.0373,-46.8373,-45.8311,-44.835,0,44.835,0,0,MINE_TEST,1.25
1.07648,-46.1896,-47.9896,-46.3666,-45.1397,0,45.1397,0,0,MINE_TEST,1.25
1.10363,-45.6402,-47.4402,-46.4528,-45.3158,0,45.3158,0,0,MINE_TEST,1.25
1.1283,-44.8271,-46.6271,-46.1332,-45.354,0,45.354,0,0,MINE_TEST,1.25
1.15774,-43.7893,-45.5893,-45.552,-45.2529,0,45.2529,0,0,MINE_TEST,1.25
1.1826,-42.7319,-44.5319,-44.878,-45.021,0,45.021,0,0,MINE_TEST,1.25
1.20769,-42.1406,-43.9406,-44.2389,-44.6783,0,44.6783,0,0,MINE_TEST,1.25
1.23715,-41.6557,-43.4557,-43.6967,-44.2571,0,44.2571,0,0,MINE_TEST,1.25
1.26541,-41.3024,-43.1024,-43.2607,-43.7996,0,43.7996,0,0,MINE_TEST,1.25
1.29396,-41.029,-42.829,-42.917,-43.352,0,43.352,0,0,MINE_TEST,1.25
1.32347,-40.7557,-42.5557,-42.6511,-42.9557,0,42.9557,0,0,MINE_TEST,1.25
1.35073,-40.3481,-42.1481,-42.4556,-42.6385,-43.352,0.713416,0,0,MINE_TEST,1.25
1.37571,-40.533,-42.333,-42.3247,-42.4086,-43.352,0.943343,0,0,MINE_TEST,1.25
1.40292,-40.3791,-42.1791,-42.2493,-42.2563,-43.3219,1.06562,0,0,MINE_TEST,1.25
1.43179,-40.2514,-42.0514,-42.2153,-42.1615,-43.3219,1.1604,0,0,MINE_TEST,1.25
1.45998,-40.405,-42.205,-42.203,-42.1026,-43.0795,0.976867,0,0,MINE_TEST,1.25
1.48796,-40.5835,-42.3835,-42.1889,-42.0626,-43.0795,1.0169,0,0,MINE_TEST,1.25
1.51325,-40.3788,-42.1788,-42.1536,-42.0306,-42.9557,0.92514,0,0,MINE_TEST,1.25
1.53799,-40.3602,-42.1602,-42.0916,-42,-42.9557,0.955702,0,0,MINE_TEST,1.25
1.56605,-40.2467,-42.0467,-42.0118,-41.9662,-42.6952,0.728982,0,0,MINE_TEST,1.25
1.594,-40.0156,-41.8156,-41.9303,-41.9253,-42.6952,0.769883,0,0,MINE_TEST,1.25
1.62385,-39.9814,-41.7814,-41.8594,-41.8751,-42.6385,0.763443,0,0,MINE_TEST,1.25
1.65283,-40.037,-41.837,-41.8011,-41.8158,-42.6385,0.822777,0,0,MINE_TEST,1.25
1.67812,-40.0069,-41.8069,-41.75,-41.7499,-42.4344,0.684532,0,0,MINE_TEST,1.25
1.70262,-39.85,-41.65,-41.7004,-41.6815,-42.4344,0.752909,0,0,MINE_TEST,1.25
1.7316,-39.808,-41.608,-41.6483,-41.6152,-42.4086,0.793463,0,0,MINE_TEST,1.25
1.76258,-39.8771,-41.6771,-41.59,-41.555,-42.4086,0.853652,0,0,MINE_TEST,1.25
1.79199,-39.8294,-41.6294,-41.5247,-41.5041,-42.2563,0.75227,0,0,MINE_TEST,1.25
1.82172,-39.5315,-41.3315,-41.4595,-41.4644,-42.2563,0.791961,0,0,MINE_TEST,1.25
1.85215,-39.5369,-41.3369,-41.4082,-41.437,-42.1615,0.724538,0,0,MINE_TEST,1.25
1.87724,-39.5212,-41.3212,-41.3827,-41.4231,-42.1615,0.738448,0,0,MINE_TEST,1.25
1.90728,-39.508,-41.308,-41.386,-41.4245,-42.1026,0.678151,0,0,MINE_TEST,1.25
1.93694,-39.5897,-41.3897,-41.4123,-41.4439,-42.1026,0.658785,0,0,MINE_TEST,1.25
1.9671,-39.7183,-41.5183,-41.4543,-41.4838,-42.0626,0.578838,0,0,MINE_TEST,1.25
1.99672,-39.6371,-41.4371,-41.5091,-41.5455,-42.0626,0.517138,0,0,MINE_TEST,1.25
2.02596,-39.7309,-41.5309,-41.5806,-41.6279,-42.0625,0.434617,0,0,MINE_TEST,1.25
2.05271,-39.7812,-41.5812,-41.6735,-41.7272,-42.0625,0.335324,0,0,MINE_TEST,1.25
2.07822,-39.9567,-41.7567,-41.788,-41.8363,-42.0306,0.194265,0,0,MINE_TEST,1.25
2.10329,-40.1659,-41.9659,-41.9189,-41.9458,-42.0306,0.0847689,0,0,MINE_TEST,1.25
2.13279,-40.1967,-41.9967,-42.0589,-42.0463,-42.0306,0.0156572,0,0,MINE_TEST,1.25
2.16234,-40.417,-42.217,-42.2003,-42.1322,-42.0463,0.0859739,0,0,MINE_TEST,1.25
2.19173,-40.544,-42.344,-42.3324,-42.207,-42.0463,0.160724,0,0,MINE_TEST,1.25
2.21623,-40.7762,-42.5762,-42.4415,-42.2843,-42.0625,0.221724,0,0,MINE_TEST,1.25
2.24453,-40.8289,-42.6289,-42.5142,-42.3827,-42.0625,0.320141,0,0,MINE_TEST,1.25
2.27192,-40.8041,-42.6041,-42.5436,-42.5121,-42.0626,0.449467,0,0,MINE_TEST,1.25
2.30135,-40.8331,-42.6331,-42.5342,-42.6621,-42.0626,0.599464,0,0,MINE_TEST,1.25
2.33024,-40.7923,-42.5923,-42.5057,-42.8042,-42.1026,0.701535,0,0,MINE_TEST,1.25
2.356,-40.476,-42.276,-42.4931,-42.9055,-42.1026,0.802867,0,0,MINE_TEST,1.25
2.38097,-40.5258,-42.3258,-42.5417,-42.9416,-42.1322,0.809381,0,0,MINE_TEST,1.25
2.4059,-40.5219,-42.3219,-42.6899,-42.9007,-42.1322,0.76845,0,0,MINE_TEST,1.25
2.43358,-40.985,-42.785,-42.9358,-42.7818,-42.1615,0.620284,0,0,MINE_TEST,1.25
2.46098,-41.0518,-42.8518,-43.1958,-42.5923,-42.1615,0.430777,0,0,MINE_TEST,1.25
2.48874,-41.8779,-43.6779,-43.294,-42.3455,-42.207,0.138522,0,0,MINE_TEST,1.25
2.51729,-44.6544,-46.4544,-43.0475,-42.0594,-42.1615,0.102151,0,0,MINE_TEST,1.25
2.54493,-41.0961,-42.8961,-42.4191,-41.7556,-42.1615,0.405935,0,0,MINE_TEST,1.25
2.57026,-38.0676,-39.8676,-41.5808,-41.4582,-42.1322,0.67398,0,0,MINE_TEST,1.25
2.59536,-38.4007,-40.2007,-40.7938,-41.1922,-42.1322,0.940006,0,0,MINE_TEST,1.25
2.62604,-38.0602,-39.8602,-40.2361,-40.9807,-42.1026,1.12195,0,0,MINE_TEST,1.25
2.65622,-37.7225,-39.5225,-39.9496,-40.842,-42.1026,1.26061,0,0,MINE_TEST,1.25
2.688,-37.6283,-39.4283,-39.9025,-40.7876,-42.0626,1.27497,0,0,MINE_TEST,1.25
2.71875,-37.983,-39.783,-40.0554,-40.8214,-42.0626,1.24118,0,0,MINE_TEST,1.25
2.74338,-38.2497,-40.0497,-40.3775,-40.94,-42.0625,1.12251,0,0,MINE_TEST,1.25
2.76895,-38.816,-40.616,-40.8373,-41.1309,-42.0625,0.931643,0,0,MINE_TEST,1.25
2.79434,-39.4339,-41.2339,-41.3882,-41.3672,-42.0594,0.692192,0,0,MINE_TEST,1.25
2.82523,-40.2491,-42.0491,-41.9607,-41.6058,-42.0594,0.453606,0,0,MINE_TEST,1.25
2.85529,-41.0547,-42.8547,-42.4608,-41.796,-42.0463,0.250238,0,0,MINE_TEST,1.25
2.88699,-41.5848,-43.3848,-42.7825,-41.8966,-42.0463,0.149618,0,0,MINE_TEST,1.25
2.91657,-41.9227,-43.7227,-42.8364,-41.8873,-42.0306,0.14328,0,0,MINE_TEST,1.25
2.94178,-41.5556,-43.3556,-42.5834,-41.7673,-42.0306,0.263284,0,0,MINE_TEST,1.25
2.96768,-40.6995,-42.4995,-42.057,-41.5472,-42,0.452797,0,0,MINE_TEST,1.25
2.99837,-39.5172,-41.3172,-41.3564,-41.2433,-42,0.7567,0,0,MINE_TEST,1.25
3.02949,-38.5413,-40.3413,-40.6124,-40.8767,-41.9662,1.08948,0,0,MINE_TEST,1.25
3.05576,-37.772,-39.572,-39.9456,-40.4746,-41.9662,1.49164,0,0,MINE_TEST,1.25
3.08066,-37.0563,-38.8563,-39.4379,-40.0701,-41.9458,1.87575,0,0,MINE_TEST,1.25
3.10906,-36.8887,-38.6887,-39.12,-39.6996,-41.9458,2.24618,0,0,MINE_TEST,1.25
3.13909,-36.9553,-38.7553,-38.9746,-39.3974,-41.9253,2.52787,0,0,MINE_TEST,1.25
3.16955,-37.0658,-38.8658,-38.9547,-39.1892,-41.9253,2.73613,0,0,MINE_TEST,1.25
3.20043,-37.1929,-38.9929,-39.0079,-39.0873,-41.8966,2.80936,0,0,MINE_TEST,1.25
3.22564,-37.3567,-39.1567,-39.0984,-39.0889,-41.8966,2.80776,0,0,MINE_TEST,1.25
3.25029,-37.3586,-39.1586,-39.2163,-39.1772,-41.8873,2.71014,0,0,MINE_TEST,1.25
3.28098,-37.3223,-39.1223,-39.3695,-39.3258,-41.8873,2.56149,0,0,MINE_TEST,1.25
3.31029,-37.6926,-39.4926,-39.5641,-39.5053,-41.8751,2.36978,0,0,MINE_TEST,1.25
3.33981,-37.9393,-39.7393,-39.7878,-39.6896,-41.8363,2.14669,0,0,MINE_TEST,1.25
3.36774,-38.313,-40.113,-40.0091,-39.8612,-41.8158,1.95457,0,0,MINE_TEST,1.25
3.39584,-38.7088,-40.5088,-40.1934,-40.0126,-41.796,1.78338,0,0,MINE_TEST,1.25
3.42099,-38.6267,-40.4267,-40.3227,-40.1452,-41.7808,1.63561,0,0,MINE_TEST,1.25
3.44653,-38.5679,-40.3679,-40.4015,-40.2645,-41.7673,1.50285,0,0,MINE_TEST,1.25
