Time,Raw_dBFS,S21_dB,S21_Gaussian,S21_SavGol,Baseline,Diff_dB,Detect_Flag,Minima_Flag,OBJ,Height
0.50931,-76.6587,-78.4587,-78.7522,-78.7771,0,78.7771,0,0,MINE_TEST,1.25
0.536875,-76.8236,-78.6236,-78.7475,-78.7696,0,78.7696,0,0,MINE_TEST,1.25
0.562703,-77.2169,-79.0169,-78.751,-78.7648,0,78.7648,0,0,MINE_TEST,1.25
0.587566,-76.919,-78.719,-78.7561,-78.7631,0,78.7631,0,0,MINE_TEST,1.25
0.615477,-76.8689,-78.6689,-78.7624,-78.7646,0,78.7646,0,0,MINE_TEST,1.25
0.645298,-76.9765,-78.7765,-78.7748,-78.7691,0,78.7691,0,0,MINE_TEST,1.25
0.675677,-76.8611,-78.6611,-78.7933,-78.7758,0,78.7758,0,0,MINE_TEST,1.25
0.703283,-77.255,-79.055,-78.8087,-78.7838,0,78.7838,0,0,MINE_TEST,1.25
0.72885,-76.9934,-78.7934,-78.812,-78.7923,0,78.7923,0,0,MINE_TEST,1.25
0.759129,-77.021,-78.821,-78.8034,-78.7998,0,78.7998,0,0,MINE_TEST,1.25
0.788792,-76.9021,-78.7021,-78.7923,-78.8046,0,78.8046,0,0,MINE_TEST,1.25
0.819669,-76.9748,-78.7748,-78.7872,-78.8054,0,78.8054,0,0,MINE_TEST,1.25
0.849736,-77.0251,-78.8251,-78.7901,-78.8022,0,78.8022,0,0,MINE_TEST,1.25
0.877881,-76.9537,-78.7537,-78.7973,-78.7955,0,78.7955,0,0,MINE_TEST,1.25
0.903751,-77.0153,-78.8153,-78.803,-78.7862,0,78.7862,0,0,MINE_TEST,1.25
0.933076,-77.0692,-78.8692,-78.8016,-78.7749,0,78.7749,0,0,MINE_TEST,1.25
0.961437,-77.0307,-78.8307,-78.7897,-78.7632,0,78.7632,0,0,MINE_TEST,1.25
0.989043,-76.9164,-78.7164,-78.7678,-78.7524,0,78.7524,0,0,MINE_TEST,1.25
1.01649,-76.9918,-78.7918,-78.7398,-78.7433,0,78.7433,0,0,MINE_TEST,1.25
1.04105,-76.9274,-78.7274,-78.7119,-78.7351,0,78.7351,0,0,MINE_TEST,1.25
1.06627,-76.8011,-78.6011,-78.6917,-78.7266,0,78.7266,0,0,MINE_TEST,1.25
1.09542,-76.7995,-78.5995,-78.6833,-78.7169,0,78.7169,0,0,MINE_TEST,1.25
1.12326,-76.9622,-78.7622,-78.685,-78.706,0,78.706,0,0,MINE_TEST,1.25
1.15164,-76.8742,-78.6742,-78.6905,-78.6939,0,78.6939,0,0,MINE_TEST,1.25
1.18058,-76.9798,-78.7798,-78.6944,-78.6812,0,78.6812,0,0,MINE_TEST,1.25
1.20678,-76.7202,-78.5202,-78.694,-78.6684,0,78.6684,0,0,MINE_TEST,1.25
1.23208,-77.029,-78.829,-78.6865,-78.6557,0,78.6557,0,0,MINE_TEST,1.25
1.26266,-77.0578,-78.8578,-78.6705,-78.6426,0,78.6426,0,0,MINE_TEST,1.25
1.29102,-76.4872,-78.2872,-78.6475,-78.6287,0,78.6287,0,0,MINE_TEST,1.25
1.31824,-77.0891,-78.8891,-78.6214,-78.6136,-78.7632,0.149515,0,0,MINE_TEST,1.25
1.34538,-76.7626,-78.5626,-78.595,-78.5978,-78.7632,0.165336,0,0,MINE_TEST,1.25
1.37051,-76.636,-78.436,-78.5709,-78.5826,-78.7631,0.180488,0,0,MINE_TEST,1.25
1.39708,-76.8744,-78.6744,-78.5516,-78.5696,-78.7631,0.19345,0,0,MINE_TEST,1.25
1.42496,-76.6292,-78.4292,-78.5392,-78.5601,-78.7524,0.192354,0,0,MINE_TEST,1.25
1.45421,-76.7287,-78.5287,-78.5333,-78.554,-78.7524,0.198445,0,0,MINE_TEST,1.25
1.48447,-76.8067,-78.6067,-78.5328,-78.5509,-78.7433,0.192337,0,0,MINE_TEST,1.25
1.51415,-76.6576,-78.4576,-78.5376,-78.5511,-78.7433,0.192166,0,0,MINE_TEST,1.25
