t,px,py,pz,vx,vy,vz,ax,ay,az
2.86,1.37449,0.451111,0.977702,0.515997,0.224928,-0.010804,-0.0229556,0.0329032,0.0216468
2.87,1.37965,0.453362,0.977595,0.51577,0.225257,-0.0105941,-0.0226142,0.032784,0.0203294
2.88,1.38481,0.455616,0.97749,0.515545,0.225584,-0.0103974,-0.0222729,0.0326648,0.019012
2.89,1.38996,0.457874,0.977387,0.515324,0.22591,-0.0102138,-0.0219316,0.0325457,0.0176946
2.9,1.39511,0.460134,0.977286,0.515107,0.226235,-0.0100435,-0.0215903,0.0324265,0.0163772
2.91,1.40026,0.462398,0.977186,0.514892,0.226558,-0.00988629,-0.021249,0.0323073,0.0150598
2.92,1.40541,0.464665,0.977088,0.514682,0.226881,-0.00974228,-0.0209077,0.0321882,0.0137424
2.93,1.41056,0.466936,0.976991,0.514474,0.227202,-0.00961144,-0.0205663,0.032069,0.012425
2.94,1.4157,0.469209,0.976896,0.51427,0.227522,-0.00949378,-0.020225,0.0319498,0.0111076
2.95,1.42084,0.471486,0.976801,0.51407,0.227841,-0.00938929,-0.0198837,0.0318307,0.0097902
2.96,1.42598,0.473766,0.976708,0.513873,0.228159,-0.00929798,-0.0195424,0.0317115,0.0084728
2.97,1.43112,0.476049,0.976615,0.513679,0.228475,-0.00921984,-0.0192011,0.0315923,0.00715539
2.98,1.43625,0.478336,0.976523,0.513489,0.228791,-0.00915487,-0.0188597,0.0314732,0.00583799
2.99,1.44139,0.480625,0.976432,0.513302,0.229105,-0.00910308,-0.0185184,0.031354,0.00452058
3,1.44652,0.482918,0.976341,0.513118,0.229418,-0.00906446,-0.0181771,0.0312348,0.00320318
3.01,1.45165,0.485214,0.976251,0.512938,0.22973,-0.00903901,-0.0178358,0.0311157,0.00188577
3.02,1.45678,0.487512,0.976161,0.512761,0.23004,-0.00902674,-0.0174945,0.0309965,0.000568368
3.03,1.46191,0.489814,0.97607,0.512588,0.23035,-0.00902765,-0.0171531,0.0308773,-0.000749037
3.04,1.46703,0.492119,0.97598,0.512418,0.230658,-0.00904172,-0.0168118,0.0307582,-0.00206644
3.05,1.47215,0.494428,0.975889,0.512252,0.230965,-0.00906897,-0.0164705,0.030639,-0.00338385
3.06,1.47728,0.496739,0.975799,0.512089,0.23127,-0.0091094,-0.0161292,0.0305198,-0.00470125
3.07,1.4824,0.499053,0.975707,0.511929,0.231575,-0.009163,-0.0157879,0.0304007,-0.00601866
3.08,1.48751,0.50137,0.975615,0.511773,0.231879,-0.00922977,-0.0154466,0.0302815,-0.00733606
3.09,1.49263,0.503691,0.975523,0.51162,0.232181,-0.00930972,-0.0151052,0.0301623,-0.00865346
3.1,1.49775,0.506014,0.975429,0.511471,0.232482,-0.00940284,-0.0147639,0.0300431,-0.00997087
3.11,1.50286,0.50834,0.975334,0.511325,0.232782,-0.00950914,-0.0144226,0.029924,-0.0112883
3.12,1.50797,0.510669,0.975239,0.511183,0.23308,-0.00962861,-0.0140813,0.0298048,-0.0126057
3.13,1.51308,0.513002,0.975142,0.511044,0.233378,-0.00976125,-0.01374,0.0296856,-0.0139231
3.14,1.51819,0.515337,0.975044,0.510908,0.233674,-0.00990707,-0.0133986,0.0295665,-0.0152405
3.15,1.5233,0.517675,0.974944,0.510776,0.233969,-0.0100661,-0.0130573,0.0294473,-0.0165579
3.16,1.52841,0.520016,0.974842,0.510647,0.234263,-0.0102382,-0.012716,0.0293281,-0.0178753
3.17,1.53352,0.522361,0.974739,0.510521,0.234556,-0.0104236,-0.0123747,0.029209,-0.0191927
3.18,1.53862,0.524708,0.974634,0.510399,0.234847,-0.0106221,-0.0120334,0.0290898,-0.0205101
3.19,1.54372,0.527057,0.974526,0.510281,0.235137,-0.0108338,-0.011692,0.0289706,-0.0218275
3.2,1.54883,0.52941,0.974417,0.510165,0.235426,-0.0110586,-0.0113507,0.0288515,-0.0231449
3.21,1.55393,0.531766,0.974305,0.510054,0.235714,-0.0112967,-0.0110094,0.0287323,-0.0244623
3.22,1.55903,0.534125,0.974191,0.509945,0.236001,-0.0115479,-0.0106681,0.0286131,-0.0257797
3.23,1.56413,0.536486,0.974074,0.50984,0.236287,-0.0118123,-0.0103268,0.028494,-0.0270971
3.24,1.56922,0.53885,0.973955,0.509739,0.236571,-0.0120898,-0.00998545,0.0283748,-0.0284145
3.25,1.57432,0.541217,0.973832,0.50964,0.236854,-0.0123806,-0.00964413,0.0282556,-0.0297319
3.26,1.57942,0.543587,0.973707,0.509546,0.237136,-0.0126845,-0.00930281,0.0281365,-0.0310493
3.27,1.58451,0.54596,0.973579,0.509454,0.237417,-0.0130015,-0.0089615,0.0280173,-0.0323667
3.28,1.58961,0.548336,0.973447,0.509367,0.237696,-0.0133318,-0.00862018,0.0278981,-0.0336842
3.29,1.5947,0.550714,0.973312,0.509282,0.237975,-0.0136752,-0.00827886,0.027779,-0.0350016
3.3,1.59979,0.553095,0.973173,0.509201,0.238252,-0.0140318,-0.00793754,0.0276598,-0.036319
3.31,1.60488,0.555479,0.973031,0.509123,0.238528,-0.0144016,-0.00759622,0.0275406,-0.0376364
3.32,1.60997,0.557866,0.972885,0.509049,0.238803,-0.0147846,-0.0072549,0.0274215,-0.0389538
3.33,1.61506,0.560255,0.972735,0.508978,0.239076,-0.0151807,-0.00691358,0.0273023,-0.0402712
3.34,1.62015,0.562647,0.972582,0.508911,0.239349,-0.01559,-0.00657226,0.0271831,-0.0415886
3.35,1.62524,0.565042,0.972424,0.508847,0.23962,-0.0160124,-0.00623094,0.027064,-0.042906
3.36,1.63033,0.56744,0.972261,0.508786,0.23989,-0.0164481,-0.00588963,0.0269448,-0.0442234
3.37,1.63132,0.567906,0.972229,0.508775,0.239943,-0.0165343,-0.00582332,0.0269216,-0.0444793
3.38,1.63641,0.570307,0.972062,0.50871,0.240215,-0.0169755,-0.00717315,0.0275307,-0.0437664
3.39,1.64149,0.57271,0.97189,0.508631,0.240493,-0.0174096,-0.00852298,0.0281397,-0.0430534
3.4,1.64658,0.575116,0.971714,0.508539,0.240778,-0.0178365,-0.00987281,0.0287487,-0.0423405
3.41,1.65166,0.577526,0.971533,0.508434,0.241068,-0.0182564,-0.0112226,0.0293577,-0.0416276
3.42,1.65675,0.579938,0.971348,0.508315,0.241365,-0.0186691,-0.0125725,0.0299667,-0.0409147
3.43,1.66183,0.582353,0.97116,0.508182,0.241667,-0.0190747,-0.0139223,0.0305757,-0.0402017
3.44,1.66691,0.584771,0.970967,0.508036,0.241976,-0.0194731,-0.0152721,0.0311848,-0.0394888
3.45,1.67199,0.587192,0.97077,0.507877,0.242291,-0.0198645,-0.016622,0.0317938,-0.0387759
3.46,1.67707,0.589617,0.97057,0.507704,0.242612,-0.0202487,-0.0179718,0.0324028,-0.0380629
3.47,1.68214,0.592045,0.970365,0.507518,0.242939,-0.0206257,-0.0193216,0.0330118,-0.03735
3.48,1.68722,0.594476,0.970157,0.507318,0.243272,-0.0209957,-0.0206714,0.0336208,-0.0366371
3.49,1.69229,0.59691,0.969945,0.507104,0.243612,-0.0213585,-0.0220213,0.0342298,-0.0359242
3.5,1.69736,0.599348,0.96973,0.506877,0.243957,-0.0217141,-0.0233711,0.0348389,-0.0352112
3.51,1.70243,0.601789,0.969511,0.506637,0.244308,-0.0220627,-0.0247209,0.0354479,-0.0344983
3.52,1.70749,0.604234,0.969289,0.506383,0.244666,-0.0224041,-0.0260708,0.0360569,-0.0337854
3.53,1.71256,0.606683,0.969063,0.506115,0.24503,-0.0227384,-0.0274206,0.0366659,-0.0330724
3.54,1.71762,0.609135,0.968834,0.505834,0.245399,-0.0230656,-0.0287704,0.0372749,-0.0323595
3.55,1.72267,0.611591,0.968602,0.50554,0.245775,-0.0233856,-0.0301203,0.0378839,-0.0316466
3.56,1.72773,0.61405,0.968366,0.505232,0.246157,-0.0236985,-0.0314701,0.0384929,-0.0309337
3.57,1.73278,0.616514,0.968128,0.50491,0.246545,-0.0240043,-0.0328199,0.039102,-0.0302207
3.58,1.73782,0.618981,0.967886,0.504575,0.246939,-0.0243029,-0.0341697,0.039711,-0.0295078
3.59,1.74287,0.621453,0.967642,0.504227,0.247339,-0.0245944,-0.0355196,0.04032,-0.0287949
3.6,1.74791,0.623928,0.967395,0.503865,0.247745,-0.0248788,-0.0368694,0.040929,-0.0280819
3.61,1.75295,0.626408,0.967144,0.50349,0.248158,-0.025156,-0.0382192,0.041538,-0.027369
3.62,1.75798,0.628891,0.966891,0.503101,0.248576,-0.0254262,-0.0395691,0.042147,-0.0266561
3.63,1.76301,0.631379,0.966636,0.502698,0.249001,-0.0256892,-0.0409189,0.0427561,-0.0259432
3.64,1.76803,0.633871,0.966378,0.502282,0.249431,-0.025945,-0.0422687,0.0433651,-0.0252302
3.65,1.77305,0.636368,0.966117,0.501853,0.249868,-0.0261938,-0.0436186,0.0439741,-0.0245173
3.66,1.77807,0.638869,0.965854,0.50141,0.250311,-0.0264354,-0.0449684,0.0445831,-0.0238044
3.67,1.78308,0.641374,0.965588,0.500954,0.25076,-0.0266699,-0.0463182,0.0451921,-0.0230915
3.68,1.78809,0.643884,0.96532,0.500484,0.251215,-0.0268972,-0.047668,0.0458011,-0.0223785
3.69,1.79309,0.646398,0.96505,0.5,0.251676,-0.0271174,-0.0490179,0.0464102,-0.0216656
3.7,1.79809,0.648917,0.964778,0.499503,0.252143,-0.0273305,-0.0503677,0.0470192,-0.0209527
3.71,1.80308,0.651441,0.964504,0.498993,0.252616,-0.0275365,-0.0517175,0.0476282,-0.0202397
3.72,1.80807,0.65397,0.964227,0.498469,0.253095,-0.0277353,-0.0530674,0.0482372,-0.0195268
3.73,1.81305,0.656503,0.963949,0.497931,0.253581,-0.027927,-0.0544172,0.0488462,-0.0188139
3.74,1.81803,0.659041,0.963669,0.497381,0.254072,-0.0281116,-0.055767,0.0494552,-0.018101
3.75,1.823,0.661585,0.963387,0.496816,0.25457,-0.028289,-0.0571169,0.0500643,-0.017388
3.76,1.82796,0.664133,0.963103,0.496238,0.255074,-0.0284594,-0.0584667,0.0506733,-0.0166751
3.77,1.83292,0.666686,0.962818,0.495647,0.255583,-0.0286225,-0.0598165,0.0512823,-0.0159622
3.78,1.83788,0.669244,0.962531,0.495042,0.256099,-0.0287786,-0.0611663,0.0518913,-0.0152492
3.79,1.84282,0.671808,0.962242,0.494423,0.256621,-0.0289275,-0.0625162,0.0525003,-0.0145363
3.8,1.84776,0.674377,0.961952,0.493792,0.257149,-0.0290693,-0.063866,0.0531093,-0.0138234
3.81,1.8527,0.676951,0.961661,0.493146,0.257683,-0.029204,-0.0652158,0.0537184,-0.0131105
3.82,1.85763,0.679531,0.961368,0.492487,0.258224,-0.0293315,-0.0665657,0.0543274,-0.0123975
3.83,1.86255,0.682116,0.961074,0.491815,0.25877,-0.0294519,-0.0679155,0.0549364,-0.0116846
3.84,1.86746,0.684706,0.960779,0.491129,0.259322,-0.0295652,-0.0692653,0.0555454,-0.0109717
3.85,1.87237,0.687302,0.960483,0.49043,0.259881,-0.0296714,-0.0706151,0.0561544,-0.0102587
3.86,1.87727,0.689904,0.960186,0.489717,0.260445,-0.0297704,-0.071965,0.0567634,-0.00954581
3.87,1.88217,0.692511,0.959888,0.48899,0.261016,-0.0298623,-0.0733148,0.0573724,-0.00883288
3.88,1.88705,0.695124,0.959588,0.48825,0.261593,-0.0299471,-0.0746646,0.0579815,-0.00811995
3.89,1.88734,0.695279,0.959571,0.488206,0.261627,-0.0299519,-0.0747445,0.0580175,-0.00807778
3.9,1.89222,0.697898,0.959271,0.487465,0.262205,-0.0300258,-0.0734188,0.057638,-0.00671221
3.91,1.89709,0.700523,0.95897,0.486738,0.26278,-0.0300861,-0.0720931,0.0572585,-0.00534663
3.92,1.90195,0.703153,0.958669,0.486023,0.263351,-0.0301327,-0.0707674,0.056879,-0.00398105
3.93,1.90681,0.70579,0.958368,0.485322,0.263917,-0.0301657,-0.0694417,0.0564995,-0.00261547
3.94,1.91166,0.708432,0.958066,0.484635,0.264481,-0.030185,-0.068116,0.05612,-0.00124989
3.95,1.9165,0.711079,0.957764,0.48396,0.26504,-0.0301907,-0.0667903,0.0557406,0.000115692
3.96,1.92134,0.713733,0.957462,0.483299,0.265595,-0.0301827,-0.0654646,0.0553611,0.00148127
3.97,1.92617,0.716391,0.95716,0.482651,0.266147,-0.0301611,-0.0641389,0.0549816,0.00284685
3.98,1.93099,0.719056,0.956859,0.482016,0.266695,-0.0301258,-0.0628132,0.0546021,0.00421243
3.99,1.93581,0.721725,0.956558,0.481395,0.267239,-0.0300768,-0.0614875,0.0542226,0.00557801
4,1.94062,0.7244,0.956257,0.480786,0.267779,-0.0300142,-0.0601619,0.0538431,0.00694359
4.01,1.94543,0.727081,0.955958,0.480191,0.268316,-0.029938,-0.0588362,0.0534636,0.00830917
4.02,1.95022,0.729767,0.955659,0.47961,0.268849,-0.029848,-0.0575105,0.0530841,0.00967475
4.03,1.95502,0.732458,0.955361,0.479041,0.269378,-0.0297445,-0.0561848,0.0527046,0.0110403
4.04,1.95981,0.735154,0.955064,0.478486,0.269903,-0.0296272,-0.0548591,0.0523252,0.0124059
4.05,1.96459,0.737856,0.954768,0.477944,0.270424,-0.0294964,-0.0535334,0.0519457,0.0137715
4.06,1.96936,0.740563,0.954474,0.477415,0.270942,-0.0293518,-0.0522077,0.0515662,0.0151371
4.07,1.97414,0.743275,0.954181,0.4769,0.271455,-0.0291936,-0.050882,0.0511867,0.0165026
4.08,1.9789,0.745992,0.95389,0.476398,0.271965,-0.0290218,-0.0495563,0.0508072,0.0178682
4.09,1.98366,0.748714,0.953601,0.475909,0.272472,-0.0288362,-0.0482306,0.0504277,0.0192338
4.1,1.98842,0.751441,0.953314,0.475433,0.272974,-0.0286371,-0.0469049,0.0500482,0.0205994
4.11,1.99317,0.754173,0.953028,0.474971,0.273473,-0.0284243,-0.0455792,0.0496687,0.021965
4.12,1.99792,0.756911,0.952745,0.474521,0.273967,-0.0281978,-0.0442535,0.0492892,0.0233305
4.13,2.00266,0.759653,0.952464,0.474085,0.274458,-0.0279577,-0.0429278,0.0489098,0.0246961
4.14,2.0074,0.7624,0.952186,0.473663,0.274946,-0.0277039,-0.0416022,0.0485303,0.0260617
4.15,2.01214,0.765152,0.95191,0.473253,0.275429,-0.0274364,-0.0402765,0.0481508,0.0274273
4.16,2.01687,0.767908,0.951637,0.472857,0.275909,-0.0271553,-0.0389508,0.0477713,0.0287929
4.17,2.02159,0.77067,0.951367,0.472474,0.276384,-0.0268606,-0.0376251,0.0473918,0.0301584
4.18,2.02632,0.773436,0.9511,0.472105,0.276856,-0.0265521,-0.0362994,0.0470123,0.031524
4.19,2.03104,0.776207,0.950836,0.471748,0.277325,-0.0262301,-0.0349737,0.0466328,0.0328896
4.2,2.03575,0.778982,0.950576,0.471405,0.277789,-0.0258944,-0.033648,0.0462533,0.0342552
4.21,2.04046,0.781763,0.950318,0.471075,0.27825,-0.025545,-0.0323223,0.0458739,0.0356208
4.22,2.04517,0.784547,0.950065,0.470759,0.278707,-0.0251819,-0.0309966,0.0454944,0.0369863
4.23,2.04988,0.787337,0.949815,0.470456,0.27916,-0.0248052,-0.0296709,0.0451149,0.0383519
4.24,2.05458,0.790131,0.949569,0.470165,0.279609,-0.0244149,-0.0283452,0.0447354,0.0397175
4.25,2.05928,0.792929,0.949327,0.469889,0.280054,-0.0240109,-0.0270195,0.0443559,0.0410831
4.26,2.06398,0.795732,0.949089,0.469625,0.280496,-0.0235932,-0.0256938,0.0439764,0.0424487
4.27,2.06867,0.798539,0.948855,0.469375,0.280934,-0.0231619,-0.0243681,0.0435969,0.0438142
4.28,2.07337,0.80135,0.948625,0.469138,0.281368,-0.022717,-0.0230425,0.0432174,0.0451798
4.29,2.07806,0.804166,0.9484,0.468914,0.281798,-0.0222583,-0.0217168,0.0428379,0.0465454
4.3,2.08267,0.80694,0.948184,0.468707,0.282218,-0.021794,-0.020413,0.0424647,0.0478883
4.31,2.08735,0.809764,0.947968,0.468503,0.282639,-0.0213176,-0.0204042,0.0417102,0.0473803
4.32,2.09204,0.812592,0.947757,0.468299,0.283052,-0.0208464,-0.0203955,0.0409556,0.0468723
4.33,2.09672,0.815425,0.947551,0.468095,0.283458,-0.0203802,-0.0203867,0.040201,0.0463642
4.34,2.1014,0.818261,0.94735,0.467891,0.283856,-0.0199191,-0.0203779,0.0394464,0.0458562
4.35,2.10608,0.821102,0.947153,0.467687,0.284247,-0.0194631,-0.0203691,0.0386918,0.0453482
4.36,2.11075,0.823946,0.946961,0.467484,0.28463,-0.0190121,-0.0203603,0.0379372,0.0448402
4.37,2.11543,0.826794,0.946773,0.46728,0.285005,-0.0185663,-0.0203515,0.0371826,0.0443321
4.38,2.1201,0.829646,0.946589,0.467077,0.285373,-0.0181255,-0.0203427,0.0364281,0.0438241
4.39,2.12477,0.832502,0.94641,0.466873,0.285734,-0.0176898,-0.0203339,0.0356735,0.0433161
4.4,2.12944,0.835361,0.946235,0.46667,0.286087,-0.0172592,-0.0203251,0.0349189,0.042808
4.41,2.1341,0.838224,0.946065,0.466467,0.286432,-0.0168336,-0.0203163,0.0341643,0.0423
4.42,2.13877,0.84109,0.945899,0.466264,0.28677,-0.0164132,-0.0203075,0.0334097,0.041792
4.43,2.14343,0.843959,0.945737,0.46606,0.2871,-0.0159978,-0.0202987,0.0326551,0.0412839
4.44,2.14809,0.846832,0.945579,0.465858,0.287423,-0.0155875,-0.0202899,0.0319005,0.0407759
4.45,2.15274,0.849707,0.945425,0.465655,0.287738,-0.0151823,-0.0202811,0.031146,0.0402679
4.46,2.1574,0.852586,0.945275,0.465452,0.288046,-0.0147821,-0.0202723,0.0303914,0.0397598
4.47,2.16205,0.855468,0.945129,0.465249,0.288346,-0.0143871,-0.0202635,0.0296368,0.0392518
4.48,2.16671,0.858353,0.944987,0.465047,0.288639,-0.0139971,-0.0202547,0.0288822,0.0387438
4.49,2.17135,0.861241,0.944849,0.464844,0.288924,-0.0136122,-0.0202459,0.0281276,0.0382357
4.5,2.176,0.864132,0.944715,0.464642,0.289201,-0.0132324,-0.0202371,0.027373,0.0377277
4.51,2.18065,0.867025,0.944585,0.464439,0.289471,-0.0128576,-0.0202283,0.0266185,0.0372197
4.52,2.18529,0.869921,0.944458,0.464237,0.289734,-0.012488,-0.0202195,0.0258639,0.0367117
4.53,2.18993,0.87282,0.944335,0.464035,0.289989,-0.0121234,-0.0202107,0.0251093,0.0362036
4.54,2.19457,0.875721,0.944215,0.463833,0.290236,-0.0117639,-0.0202019,0.0243547,0.0356956
4.55,2.19921,0.878624,0.9441,0.463631,0.290476,-0.0114095,-0.0201931,0.0236001,0.0351876
4.56,2.20384,0.88153,0.943987,0.463429,0.290708,-0.0110602,-0.0201844,0.0228455,0.0346795
4.57,2.20848,0.884439,0.943878,0.463227,0.290933,-0.0107159,-0.0201756,0.0220909,0.0341715
4.58,2.21311,0.887349,0.943773,0.463026,0.29115,-0.0103767,-0.0201668,0.0213364,0.0336635
4.59,2.21774,0.890262,0.943671,0.462824,0.291359,-0.0100426,-0.020158,0.0205818,0.0331554
4.6,2.22237,0.893176,0.943572,0.462622,0.291561,-0.00971363,-0.0201492,0.0198272,0.0326474
4.61,2.22699,0.896093,0.943476,0.462421,0.291756,-0.00938969,-0.0201404,0.0190726,0.0321394
4.62,2.23161,0.899011,0.943384,0.46222,0.291943,-0.00907084,-0.0201316,0.018318,0.0316313
4.63,2.23624,0.901932,0.943295,0.462018,0.292122,-0.00875706,-0.0201228,0.0175634,0.0311233
4.64,2.24085,0.904854,0.943209,0.461817,0.292294,-0.00844837,-0.020114,0.0168088,0.0306153
4.65,2.24547,0.907777,0.943126,0.461616,0.292458,-0.00814476,-0.0201052,0.0160543,0.0301073
4.66,2.25009,0.910703,0.943046,0.461415,0.292615,-0.00784623,-0.0200964,0.0152997,0.0295992
4.67,2.2547,0.91363,0.942969,0.461214,0.292764,-0.00755277,-0.0200876,0.0145451,0.0290912
4.68,2.25931,0.916558,0.942895,0.461013,0.292906,-0.0072644,-0.0200788,0.0137905,0.0285832
4.69,2.26392,0.919488,0.942824,0.460813,0.29304,-0.00698111,-0.02007,0.0130359,0.0280751
4.7,2.26853,0.922419,0.942755,0.460612,0.293167,-0.0067029,-0.0200612,0.0122813,0.0275671
4.71,2.27313,0.925351,0.94269,0.460411,0.293286,-0.00642977,-0.0200524,0.0115267,0.0270591
4.72,2.27774,0.928285,0.942627,0.460211,0.293397,-0.00616172,-0.0200436,0.0107722,0.026551
4.73,2.28234,0.931219,0.942566,0.46001,0.293501,-0.00589875,-0.0200348,0.0100176,0.026043
4.74,2.28371,0.932098,0.942549,0.45995,0.293531,-0.00582103,-0.0200322,0.00979171,0.0258909
4.75,2.28831,0.935033,0.942492,0.459753,0.293632,-0.00556226,-0.0194725,0.010419,0.025862
4.76,2.29291,0.93797,0.942438,0.459561,0.293739,-0.00530379,-0.0189128,0.0110463,0.025833
4.77,2.2975,0.940908,0.942386,0.459375,0.293853,-0.0050456,-0.0183531,0.0116735,0.025804
4.78,2.3021,0.943847,0.942337,0.459194,0.293973,-0.00478771,-0.0177933,0.0123008,0.025775
4.79,2.30669,0.946788,0.94229,0.459019,0.294099,-0.0045301,-0.0172336,0.0129281,0.025746
4.8,2.31128,0.949729,0.942246,0.458849,0.294231,-0.00427279,-0.0166739,0.0135554,0.0257171
4.81,2.31586,0.952672,0.942205,0.458685,0.29437,-0.00401576,-0.0161142,0.0141826,0.0256881
4.82,2.32045,0.955617,0.942166,0.458527,0.294515,-0.00375902,-0.0155545,0.0148099,0.0256591
4.83,2.32503,0.958563,0.94213,0.458374,0.294666,-0.00350258,-0.0149948,0.0154372,0.0256301
4.84,2.32962,0.96151,0.942096,0.458227,0.294824,-0.00324642,-0.0144351,0.0160645,0.0256011
4.85,2.3342,0.964459,0.942065,0.458086,0.294988,-0.00299056,-0.0138753,0.0166917,0.0255721
4.86,2.33878,0.96741,0.942036,0.45795,0.295158,-0.00273498,-0.0133156,0.017319,0.0255432
4.87,2.34336,0.970362,0.94201,0.457819,0.295334,-0.00247969,-0.0127559,0.0179463,0.0255142
4.88,2.34794,0.973317,0.941986,0.457694,0.295517,-0.0022247,-0.0121962,0.0185736,0.0254852
4.89,2.35251,0.976273,0.941965,0.457575,0.295705,-0.00196999,-0.0116365,0.0192008,0.0254562
