timestamp,x,y,z
1771157180.0533319,1.4983595609664917,-1.222938895225525,-0.023555364459753036
1771157180.1533403,1.499248743057251,-1.2257882356643677,-0.018336612731218338
1771157180.2533488,1.5000052452087402,-1.2281956672668457,-0.013976700603961945
1771157180.3533573,1.5007975101470947,-1.2309279441833496,-0.010108508169651031
1771157180.4553652,1.5014731884002686,-1.2332713603973389,-0.0077284276485443115
1771157180.5533738,1.502302646636963,-1.2360371351242065,-0.007041953504085541
1771157180.6533823,1.5030192136764526,-1.2385075092315674,-0.004151016473770142
1771157180.753392,1.503892421722412,-1.2413322925567627,-0.0013362392783164978
1771157180.8534005,1.5046632289886475,-1.243759274482727,0.0018040314316749573
1771157180.9534094,1.505598783493042,-1.2465115785598755,0.004450790584087372
1771157181.0534182,1.506411075592041,-1.2489092350006104,0.0067439004778862
1771157181.1534271,1.5072836875915527,-1.2517669200897217,0.008772425353527069
1771157181.253436,1.5080233812332153,-1.254321813583374,0.010919332504272461
1771157181.353445,1.5089848041534424,-1.2572661638259888,0.013023801147937775
1771157181.4534547,1.5098363161087036,-1.2598791122436523,0.016891442239284515
1771157181.5534637,1.510425090789795,-1.261839509010315,0.019721955060958862
1771157181.6534727,1.5110206604003906,-1.2641501426696777,0.02029453217983246
1771157181.7534814,1.51155686378479,-1.266413927078247,0.02078588306903839
1771157181.8534904,1.511979341506958,-1.2681819200515747,0.02137327939271927
1771157181.9534993,1.5123329162597656,-1.269985318183899,0.022707030177116394
1771157182.0535083,1.5125807523727417,-1.2714552879333496,0.02448190748691559
1771157182.1535172,1.5129622220993042,-1.273140549659729,0.02613958716392517
1771157182.2535262,1.513342261314392,-1.2745800018310547,0.027764812111854553
1771157182.3535352,1.5137476921081543,-1.2762678861618042,0.02909436821937561
1771157182.453544,1.514082908630371,-1.2777683734893799,0.03047100454568863
1771157182.5555532,1.5144115686416626,-1.2795552015304565,0.03233720362186432
1771157182.653562,1.5146781206130981,-1.2811752557754517,0.034194186329841614
1771157182.7555711,1.5150569677352905,-1.2829009294509888,0.034884288907051086
1771157182.85358,1.5154194831848145,-1.284351110458374,0.03601308912038803
1771157182.953589,1.5156577825546265,-1.2858885526657104,0.039695464074611664
1771157183.0555983,1.5157884359359741,-1.2871400117874146,0.042990006506443024
1771157183.1536071,1.5159307718276978,-1.2886050939559937,0.04486873745918274
1771157183.2556164,1.5160304307937622,-1.2898541688919067,0.04629391431808472
1771157183.3536258,1.516116976737976,-1.2912843227386475,0.0474143922328949
1771157183.4556358,1.5161724090576172,-1.2925254106521606,0.04857522249221802
1771157183.5536454,1.516357421875,-1.293839693069458,0.04969821870326996
1771157183.6536546,1.5165916681289673,-1.2949416637420654,0.050941720604896545
1771157183.753664,1.5167930126190186,-1.2962515354156494,0.05261220037937164
1771157183.8536732,1.5169224739074707,-1.29744553565979,0.05446013808250427
1771157183.9536824,1.5170611143112183,-1.298843502998352,0.05619269609451294
1771157184.0536919,1.517185926437378,-1.3000495433807373,0.05295352637767792
1771157184.1536999,1.517467975616455,-1.3013629913330078,0.048769086599349976
1771157184.2537062,1.517739176750183,-1.3025085926055908,0.04624094069004059
1771157184.3537164,1.5180367231369019,-1.3036750555038452,0.04510742425918579
1771157184.453724,1.5182865858078003,-1.304589867591858,0.044897668063640594
1771157184.5557346,1.5185967683792114,-1.305687427520752,0.040086761116981506
1771157184.6567435,1.5188977718353271,-1.3066444396972656,0.03385572135448456
1771157184.7557492,1.5192853212356567,-1.3076826333999634,0.029270023107528687
1771157184.8537545,1.519661545753479,-1.30856192111969,0.026237569749355316
1771157184.9537601,1.520116925239563,-1.3095703125,0.024017222225666046
1771157185.053767,1.5205439329147339,-1.3104697465896606,0.0223894864320755
1771157185.153776,1.5209906101226807,-1.311549186706543,0.02097928524017334
1771157185.253785,1.5213507413864136,-1.3125338554382324,0.02003616839647293
1771157185.3537908,1.5216766595840454,-1.313755989074707,0.02005618065595627
1771157185.4557962,1.5219030380249023,-1.314697265625,0.020473644137382507
1771157185.5558023,1.5221734046936035,-1.315685510635376,0.021456077694892883
1771157185.6538115,1.5224274396896362,-1.3165487051010132,0.022677890956401825
1771157185.7538173,1.5226550102233887,-1.3175544738769531,0.024137184023857117
1771157185.853823,1.5228638648986816,-1.3184300661087036,0.022326186299324036
1771157185.9538283,1.523106575012207,-1.3194104433059692,0.019982732832431793
1771157186.0538337,1.5233104228973389,-1.3202439546585083,0.018844783306121826
1771157186.1538393,1.5234659910202026,-1.3211047649383545,0.018515072762966156
1771157186.2558486,1.5235505104064941,-1.321807622909546,0.01641707867383957
1771157186.3538537,1.523673415184021,-1.3225822448730469,0.014157325029373169
1771157186.4568608,1.52376127243042,-1.323228359222412,0.012664154171943665
1771157186.5558698,1.5238995552062988,-1.3239086866378784,0.01187097281217575
1771157186.6558793,1.5239994525909424,-1.3244587182998657,0.013411439955234528
1771157186.7548888,1.5241764783859253,-1.3251081705093384,0.015969477593898773
1771157186.8538947,1.5243483781814575,-1.325650930404663,0.018005162477493286
1771157186.9559042,1.5245730876922607,-1.326302409172058,0.019371680915355682
1771157187.0539136,1.524810552597046,-1.3268927335739136,0.019816912710666656
1771157187.153923,1.5251697301864624,-1.3275861740112305,0.02013000100851059
1771157187.2559326,1.5255203247070312,-1.3282203674316406,0.020186729729175568
1771157187.3539426,1.5259528160095215,-1.3288935422897339,0.019279293715953827
1771157187.453949,1.526360034942627,-1.329455018043518,0.018404804170131683
1771157187.553955,1.5267229080200195,-1.3300472497940063,0.017808809876441956
1771157187.6539648,1.526963233947754,-1.3305394649505615,0.01828400045633316
1771157187.7539735,1.5272164344787598,-1.3310012817382812,0.019938446581363678
1771157187.8539832,1.5274178981781006,-1.3313473463058472,0.021546103060245514
1771157187.9539897,1.5276228189468384,-1.3316534757614136,0.023413121700286865
1771157188.0539958,1.5277751684188843,-1.3318767547607422,0.024978742003440857
1771157188.1560044,1.5279299020767212,-1.3321046829223633,0.025942184031009674
1771157188.2540145,1.5281206369400024,-1.3323819637298584,0.026707030832767487
1771157188.3560207,1.528334617614746,-1.3326196670532227,0.027448445558547974
1771157188.4560273,1.528483510017395,-1.3328008651733398,0.027513891458511353
1771157188.5540376,1.5287134647369385,-1.3330140113830566,0.02730531245470047
1771157188.6540475,1.5289173126220703,-1.3331843614578247,0.027470558881759644
1771157188.7560542,1.529136061668396,-1.333388328552246,0.02767118811607361
1771157188.8560643,1.5293399095535278,-1.3335561752319336,0.027322836220264435
1771157188.9560745,1.5296390056610107,-1.3336913585662842,0.02727765589952469
1771157189.0540838,1.5299830436706543,-1.3337870836257935,0.02752046287059784
1771157189.1570904,1.5303605794906616,-1.3337783813476562,0.02691005915403366
1771157189.2541003,1.5306861400604248,-1.3336766958236694,0.025774940848350525
1771157189.3571067,1.5309406518936157,-1.3335970640182495,0.0251360684633255
1771157189.4541166,1.5311012268066406,-1.3335201740264893,0.024852164089679718
1771157189.5561266,1.53122878074646,-1.3333944082260132,0.023976363241672516
1771157189.657137,1.531331181526184,-1.333266258239746,0.023234285414218903
1771157189.7561438,1.5314608812332153,-1.3329757452011108,0.02167261391878128
1771157189.8571506,1.5315371751785278,-1.332621693611145,0.021436981856822968
1771157189.9571612,1.5316383838653564,-1.3321552276611328,0.02111256867647171
1771157190.0541708,1.531745433807373,-1.3316744565963745,0.020813122391700745
1771157190.1561806,1.5319106578826904,-1.3311808109283447,0.019576184451580048
1771157190.2541907,1.5321071147918701,-1.330753207206726,0.018037624657154083
1771157190.3542008,1.5323774814605713,-1.3302432298660278,0.016451649367809296
1771157190.4542098,1.5326709747314453,-1.3297961950302124,0.015420883893966675
1771157190.5562205,1.53314208984375,-1.32926344871521,0.01500188559293747
1771157190.6542275,1.5336402654647827,-1.3287949562072754,0.014803998172283173
1771157190.7562382,1.5342113971710205,-1.3282690048217773,0.013590872287750244
1771157190.8562486,1.5347514152526855,-1.327793002128601,0.012216120958328247
1771157190.956259,1.5353622436523438,-1.3272480964660645,0.011110492050647736
1771157191.0552695,1.5359280109405518,-1.3267948627471924,0.010156415402889252
1771157191.156279,1.5365018844604492,-1.3261884450912476,0.009579293429851532
1771157191.2552886,1.5369938611984253,-1.3256404399871826,0.009229004383087158
1771157191.3552983,1.5374698638916016,-1.32493257522583,0.008889123797416687
1771157191.4553087,1.5378539562225342,-1.324291706085205,0.008598029613494873
1771157191.5553184,1.538252353668213,-1.323595404624939,0.008558511734008789
1771157191.6553283,1.5385656356811523,-1.322995901107788,0.00840875506401062
1771157191.755334,1.5389012098312378,-1.3222196102142334,0.008223384618759155
1771157191.8553433,1.5391923189163208,-1.3215018510818481,0.007782354950904846
1771157191.95535,1.5394670963287354,-1.320639967918396,0.008164502680301666
1771157192.0553594,1.5396689176559448,-1.3198699951171875,0.00957430899143219
1771157192.155369,1.5398894548416138,-1.3188470602035522,0.01089903712272644
1771157192.2553787,1.540057897567749,-1.317888855934143,0.011964626610279083
1771157192.356389,1.540225863456726,-1.3167294263839722,0.012833632528781891
1771157192.4553993,1.5403716564178467,-1.3156731128692627,0.013203196227550507
1771157192.5554092,1.540543556213379,-1.3144593238830566,0.013461478054523468
1771157192.6554189,1.540682315826416,-1.313367486000061,0.013962127268314362
1771157192.7554283,1.5409352779388428,-1.3120508193969727,0.0146804079413414
1771157192.8574388,1.541211724281311,-1.310854196548462,0.015675224363803864
1771157192.9554486,1.5415064096450806,-1.3095319271087646,0.016782276332378387
1771157193.0554588,1.5417670011520386,-1.3083834648132324,0.017797298729419708
1771157193.155469,1.542014718055725,-1.3070311546325684,0.018756382167339325
1771157193.2554784,1.5421987771987915,-1.3058054447174072,0.019812092185020447
1771157193.3554883,1.5423123836517334,-1.3044326305389404,0.021322838962078094
1771157193.4554985,1.5423504114151,-1.3032201528549194,0.023403391242027283
1771157193.5555086,1.542493462562561,-1.3017578125,0.026242412626743317
1771157193.6555188,1.5426433086395264,-1.3004568815231323,0.029500432312488556
1771157193.7555287,1.542788028717041,-1.2990885972976685,0.03128077834844589
1771157193.855539,1.5428715944290161,-1.2979562282562256,0.03280583769083023
1771157193.9555492,1.5430301427841187,-1.2966279983520508,0.033907145261764526
1771157194.0555592,1.543161153793335,-1.2954447269439697,0.033105842769145966
1771157194.1555698,1.5432605743408203,-1.2939391136169434,0.03253374248743057
1771157194.2555797,1.5433303117752075,-1.2925047874450684,0.03003278374671936
1771157194.3555894,1.5434116125106812,-1.2906756401062012,0.02748788893222809
1771157194.4555976,1.5434722900390625,-1.2889660596847534,0.025888673961162567
1771157194.5556076,1.543558955192566,-1.2870374917984009,0.023561991751194
1771157194.6556163,1.543646216392517,-1.2853477001190186,0.020489536225795746
1771157194.7556267,1.5438333749771118,-1.2834954261779785,0.01842578500509262
1771157194.855636,1.5440410375595093,-1.2819068431854248,0.015990182757377625
1771157194.9556444,1.5442780256271362,-1.280102252960205,0.013873167335987091
1771157195.0556543,1.544468641281128,-1.2785184383392334,0.012492828071117401
1771157195.155663,1.5446871519088745,-1.2765170335769653,0.011043444275856018
1771157195.255672,1.54484224319458,-1.2746756076812744,0.009786337614059448
1771157195.3556802,1.5450135469436646,-1.2725753784179688,0.00908641517162323
1771157195.4556894,1.5451568365097046,-1.2707550525665283,0.00871838629245758
1771157195.5557,1.5453307628631592,-1.2685798406600952,0.008378766477108002
1771157195.6557086,1.5455025434494019,-1.2666326761245728,0.007380783557891846
1771157195.7557175,1.5456935167312622,-1.2644785642623901,0.006697297096252441
1771157195.8557262,1.545845627784729,-1.2626041173934937,0.00864766538143158
1771157195.9557352,1.5459649562835693,-1.2603836059570312,0.011208288371562958
1771157196.0557437,1.5460528135299683,-1.258392572402954,0.012963086366653442
1771157196.155755,1.5461069345474243,-1.256442666053772,0.013021200895309448
1771157196.2557645,1.5461012125015259,-1.2543154954910278,0.012943059206008911
1771157196.3557756,1.546081304550171,-1.2518547773361206,0.01301690936088562
1771157196.4557862,1.546055793762207,-1.249665379524231,0.013021610677242279
1771157196.5557966,1.5459470748901367,-1.2473022937774658,0.013107649981975555
1771157196.6558073,1.5457700490951538,-1.2452982664108276,0.013342566788196564
1771157196.755817,1.5455336570739746,-1.2429941892623901,0.013902761042118073
