
==============================
REPLAN_ID,1
==============================
t,x,y,z,vx,vy,vz,ax,ay,az
0.98,-1.36243,-4.49585,0.0124582,0.394367,0.386727,0.0159366,0.0476652,-0.00807564,0.0152542
0.99,-1.35848,-4.49198,0.0126183,0.394846,0.386641,0.0160901,0.0480193,-0.00911368,0.015461
1,-1.35453,-4.48812,0.01278,0.395328,0.386545,0.0162458,0.0483734,-0.0101517,0.0156677
1.01,-1.35058,-4.48425,0.0129433,0.395813,0.386438,0.0164035,0.0487275,-0.0111898,0.0158745
1.02,-1.34661,-4.48039,0.0131081,0.396302,0.386321,0.0165633,0.0490816,-0.0122278,0.0160813
1.03,-1.34265,-4.47652,0.0132745,0.396795,0.386194,0.0167251,0.0494358,-0.0132658,0.0162881
1.04,-1.33868,-4.47266,0.0134426,0.397291,0.386056,0.016889,0.0497899,-0.0143039,0.0164948
1.05,-1.3347,-4.4688,0.0136123,0.397791,0.385908,0.017055,0.050144,-0.0153419,0.0167016
1.06,-1.33072,-4.46494,0.0137837,0.398294,0.385749,0.0172231,0.0504981,-0.01638,0.0169084
1.07,-1.32674,-4.46109,0.0139568,0.398801,0.38558,0.0173932,0.0508523,-0.017418,0.0171152
1.08,-1.32275,-4.45723,0.0141316,0.399311,0.385401,0.0175654,0.0512064,-0.018456,0.0173219
1.09,-1.31875,-4.45338,0.0143081,0.399825,0.385211,0.0177396,0.0515605,-0.0194941,0.0175287
1.1,-1.31475,-4.44953,0.0144864,0.400342,0.385011,0.0179159,0.0519146,-0.0205321,0.0177355
1.11,-1.31074,-4.44568,0.0146664,0.400863,0.3848,0.0180943,0.0522687,-0.0215702,0.0179422
1.12,-1.30673,-4.44183,0.0148483,0.401388,0.384579,0.0182748,0.0526229,-0.0226082,0.018149
1.13,-1.30272,-4.43799,0.0150319,0.401916,0.384348,0.0184573,0.052977,-0.0236462,0.0183558
1.14,-1.29869,-4.43415,0.0152174,0.402447,0.384106,0.0186419,0.0533311,-0.0246843,0.0185626
1.15,-1.29467,-4.43031,0.0154048,0.402982,0.383854,0.0188286,0.0536852,-0.0257223,0.0187693
1.16,-1.29064,-4.42647,0.015594,0.403521,0.383592,0.0190173,0.0540394,-0.0267604,0.0189761
1.17,-1.2866,-4.42263,0.0157851,0.404063,0.383319,0.0192081,0.0543935,-0.0277984,0.0191829
1.18,-1.28255,-4.4188,0.0159782,0.404609,0.383036,0.019401,0.0547476,-0.0288364,0.0193897
1.19,-1.27851,-4.41497,0.0161732,0.405158,0.382742,0.0195959,0.0551017,-0.0298745,0.0195964
1.2,-1.27445,-4.41115,0.0163701,0.405711,0.382438,0.0197929,0.0554558,-0.0309125,0.0198032
1.21,-1.27039,-4.40732,0.016569,0.406267,0.382124,0.0199919,0.05581,-0.0319506,0.02001
1.22,-1.26633,-4.40351,0.0167699,0.406827,0.381799,0.0201931,0.0561641,-0.0329886,0.0202168
1.23,-1.26225,-4.39969,0.0169729,0.40739,0.381464,0.0203963,0.0565182,-0.0340266,0.0204235
1.24,-1.25818,-4.39588,0.0171779,0.407957,0.381119,0.0206016,0.0568723,-0.0350647,0.0206303
1.25,-1.2541,-4.39207,0.0173849,0.408528,0.380763,0.0208089,0.0572265,-0.0361027,0.0208371
1.26,-1.25001,-4.38826,0.0175941,0.409102,0.380397,0.0210183,0.0575806,-0.0371408,0.0210439
1.27,-1.24591,-4.38446,0.0178053,0.409679,0.38002,0.0212298,0.0579347,-0.0381788,0.0212506
1.28,-1.24181,-4.38066,0.0180187,0.410261,0.379633,0.0214433,0.0582888,-0.0392169,0.0214574
1.29,-1.23771,-4.37687,0.0182342,0.410845,0.379236,0.0216589,0.0586429,-0.0402549,0.0216642
1.3,-1.2336,-4.37308,0.0184518,0.411433,0.378828,0.0218766,0.0589971,-0.0412929,0.0218709
1.31,-1.22948,-4.36929,0.0186717,0.412025,0.37841,0.0220963,0.0593512,-0.042331,0.0220777
1.32,-1.22536,-4.36551,0.0188938,0.41262,0.377982,0.0223181,0.0597053,-0.043369,0.0222845
1.33,-1.22123,-4.36173,0.0191181,0.413219,0.377543,0.022542,0.0600594,-0.0444071,0.0224913
1.34,-1.21709,-4.35796,0.0193446,0.413822,0.377093,0.022768,0.0604136,-0.0454451,0.022698
1.35,-1.21295,-4.35419,0.0195734,0.414428,0.376634,0.022996,0.0607677,-0.0464831,0.0229048
1.36,-1.2088,-4.35042,0.0198046,0.415037,0.376164,0.0232261,0.0611218,-0.0475212,0.0231116
1.37,-1.20465,-4.34666,0.020038,0.41565,0.375683,0.0234582,0.0614759,-0.0485592,0.0233184
1.38,-1.20049,-4.34291,0.0202737,0.416266,0.375193,0.0236924,0.06183,-0.0495973,0.0235251
1.39,-1.20021,-4.34266,0.0202898,0.416308,0.375159,0.0237084,0.0618541,-0.0496676,0.0235392
1.4,-1.19604,-4.33891,0.0205281,0.416922,0.374661,0.0239466,0.0609567,-0.049887,0.0241037
1.41,-1.19187,-4.33516,0.0207687,0.417528,0.374161,0.0241905,0.0600594,-0.0501063,0.0246682
1.42,-1.18769,-4.33142,0.0210119,0.418124,0.373659,0.02444,0.059162,-0.0503256,0.0252327
1.43,-1.18351,-4.32769,0.0212576,0.418711,0.373155,0.0246951,0.0582647,-0.0505449,0.0257973
1.44,-1.17932,-4.32396,0.0215058,0.419289,0.372648,0.0249559,0.0573674,-0.0507643,0.0263618
1.45,-1.17512,-4.32024,0.0217567,0.419858,0.372139,0.0252223,0.05647,-0.0509836,0.0269263
1.46,-1.17092,-4.31652,0.0220103,0.420418,0.371628,0.0254944,0.0555727,-0.0512029,0.0274909
1.47,-1.16671,-4.3128,0.0222666,0.42097,0.371115,0.0257722,0.0546754,-0.0514223,0.0280554
1.48,-1.1625,-4.3091,0.0225257,0.421512,0.3706,0.0260555,0.053778,-0.0516416,0.0286199
1.49,-1.15828,-4.30539,0.0227877,0.422045,0.370083,0.0263446,0.0528807,-0.0518609,0.0291845
1.5,-1.15406,-4.30169,0.0230526,0.422569,0.369563,0.0266392,0.0519833,-0.0520802,0.029749
1.51,-1.14983,-4.298,0.0233205,0.423085,0.369041,0.0269395,0.051086,-0.0522996,0.0303135
1.52,-1.1456,-4.29431,0.0235915,0.423591,0.368517,0.0272455,0.0501887,-0.0525189,0.030878
1.53,-1.14136,-4.29063,0.0238655,0.424089,0.367991,0.0275571,0.0492913,-0.0527382,0.0314426
1.54,-1.13712,-4.28695,0.0241426,0.424577,0.367462,0.0278744,0.048394,-0.0529576,0.0320071
1.55,-1.13287,-4.28328,0.024423,0.425056,0.366931,0.0281972,0.0474967,-0.0531769,0.0325716
1.56,-1.12862,-4.27961,0.0247066,0.425527,0.366399,0.0285258,0.0465993,-0.0533962,0.0331362
1.57,-1.12436,-4.27595,0.0249935,0.425988,0.365863,0.02886,0.045702,-0.0536155,0.0337007
1.58,-1.1201,-4.2723,0.0252838,0.426441,0.365326,0.0291998,0.0448046,-0.0538349,0.0342652
1.59,-1.11583,-4.26865,0.0255775,0.426885,0.364787,0.0295453,0.0439073,-0.0540542,0.0348298
1.6,-1.11156,-4.265,0.0258747,0.427319,0.364245,0.0298964,0.04301,-0.0542735,0.0353943
1.61,-1.10728,-4.26136,0.0261755,0.427745,0.363701,0.0302532,0.0421126,-0.0544929,0.0359588
1.62,-1.103,-4.25773,0.0264798,0.428161,0.363155,0.0306156,0.0412153,-0.0547122,0.0365234
1.63,-1.09872,-4.2541,0.0267878,0.428569,0.362607,0.0309836,0.0403179,-0.0549315,0.0370879
1.64,-1.09443,-4.25048,0.0270995,0.428968,0.362057,0.0313573,0.0394206,-0.0551508,0.0376524
1.65,-1.09014,-4.24686,0.027415,0.429357,0.361504,0.0317367,0.0385233,-0.0553702,0.0382169
1.66,-1.08584,-4.24325,0.0277342,0.429738,0.360949,0.0321217,0.0376259,-0.0555895,0.0387815
1.67,-1.08155,-4.23964,0.0280574,0.43011,0.360392,0.0325123,0.0367286,-0.0558088,0.039346
1.68,-1.07724,-4.23604,0.0283845,0.430473,0.359833,0.0329086,0.0358313,-0.0560282,0.0399105
1.69,-1.07294,-4.23244,0.0287156,0.430827,0.359272,0.0333105,0.0349339,-0.0562475,0.0404751
1.7,-1.06863,-4.22885,0.0290507,0.431171,0.358708,0.0337181,0.0340366,-0.0564668,0.0410396
1.71,-1.06431,-4.22527,0.02939,0.431507,0.358142,0.0341313,0.0331392,-0.0566861,0.0416041
1.72,-1.06,-4.22169,0.0297334,0.431834,0.357574,0.0345502,0.0322419,-0.0569055,0.0421687
1.73,-1.05568,-4.21812,0.030081,0.432152,0.357004,0.0349747,0.0313446,-0.0571248,0.0427332
1.74,-1.05135,-4.21455,0.0304329,0.432461,0.356432,0.0354048,0.0304472,-0.0573441,0.0432977
1.75,-1.04703,-4.21099,0.0307891,0.432761,0.355857,0.0358406,0.0295499,-0.0575635,0.0438623
1.76,-1.0427,-4.20743,0.0311497,0.433052,0.355281,0.0362821,0.0286526,-0.0577828,0.0444268
1.77,-1.03837,-4.20388,0.0315148,0.433334,0.354702,0.0367292,0.0277552,-0.0580021,0.0449913
1.78,-1.03403,-4.20034,0.0318843,0.433607,0.354121,0.0371819,0.0268579,-0.0582214,0.0455558
1.79,-1.02969,-4.1968,0.0322584,0.433871,0.353537,0.0376403,0.0259605,-0.0584408,0.0461204
1.8,-1.02535,-4.19327,0.0326372,0.434126,0.352952,0.0381043,0.0250632,-0.0586601,0.0466849
1.81,-1.02101,-4.18974,0.0330205,0.434373,0.352364,0.038574,0.0241659,-0.0588794,0.0472494
1.82,-1.01995,-4.18888,0.0331152,0.434432,0.35222,0.03869,0.0239459,-0.0589332,0.0473878
1.83,-1.0156,-4.18536,0.0335045,0.434673,0.351631,0.0391613,0.0242889,-0.0587378,0.0468833
1.84,-1.01125,-4.18184,0.0338985,0.434917,0.351045,0.0396276,0.024632,-0.0585425,0.0463787
1.85,-1.0069,-4.17834,0.034297,0.435165,0.35046,0.0400889,0.024975,-0.0583471,0.0458742
1.86,-1.00255,-4.17484,0.0347002,0.435417,0.349878,0.0405451,0.025318,-0.0581518,0.0453696
1.87,-0.998194,-4.17134,0.0351079,0.435672,0.349297,0.0409963,0.025661,-0.0579564,0.0448651
1.88,-0.993836,-4.16785,0.0355201,0.43593,0.348719,0.0414424,0.0260041,-0.057761,0.0443605
1.89,-0.989475,-4.16437,0.0359368,0.436192,0.348142,0.0418835,0.0263471,-0.0575657,0.043856
1.9,-0.985112,-4.16089,0.0363578,0.436457,0.347568,0.0423195,0.0266901,-0.0573703,0.0433515
1.91,-0.980746,-4.15741,0.0367831,0.436726,0.346995,0.0427505,0.0270331,-0.057175,0.0428469
1.92,-0.976377,-4.15395,0.0372128,0.436998,0.346424,0.0431765,0.0273762,-0.0569796,0.0423424
1.93,-0.972006,-4.15049,0.0376466,0.437273,0.345855,0.0435974,0.0277192,-0.0567842,0.0418378
1.94,-0.967632,-4.14703,0.0380847,0.437552,0.345288,0.0440132,0.0280622,-0.0565889,0.0413333
1.95,-0.963255,-4.14358,0.0385269,0.437834,0.344723,0.0444241,0.0284052,-0.0563935,0.0408287
1.96,-0.958875,-4.14014,0.0389732,0.43812,0.34416,0.0448298,0.0287483,-0.0561982,0.0403242
1.97,-0.954493,-4.1367,0.0394235,0.438409,0.343599,0.0452305,0.0290913,-0.0560028,0.0398196
1.98,-0.950107,-4.13326,0.0398778,0.438702,0.34304,0.0456262,0.0294343,-0.0558074,0.0393151
1.99,-0.945719,-4.12984,0.040336,0.438998,0.342483,0.0460168,0.0297773,-0.0556121,0.0388105
2,-0.941327,-4.12641,0.0407981,0.439298,0.341928,0.0464024,0.0301204,-0.0554167,0.038306
2.01,-0.936933,-4.123,0.041264,0.4396,0.341375,0.046783,0.0304634,-0.0552214,0.0378015
2.02,-0.932535,-4.11959,0.0417337,0.439907,0.340824,0.0471584,0.0308064,-0.055026,0.0372969
2.03,-0.928134,-4.11618,0.0422072,0.440217,0.340274,0.0475289,0.0311494,-0.0548306,0.0367924
2.04,-0.923731,-4.11278,0.0426843,0.44053,0.339727,0.0478943,0.0314925,-0.0546353,0.0362878
2.05,-0.919324,-4.10939,0.043165,0.440846,0.339182,0.0482547,0.0318355,-0.0544399,0.0357833
2.06,-0.914914,-4.106,0.0436494,0.441166,0.338638,0.04861,0.0321785,-0.0542446,0.0352787
2.07,-0.910501,-4.10261,0.0441372,0.44149,0.338097,0.0489602,0.0325215,-0.0540492,0.0347742
2.08,-0.906084,-4.09923,0.0446285,0.441817,0.337557,0.0493054,0.0328646,-0.0538538,0.0342696
2.09,-0.901664,-4.09586,0.0451233,0.442147,0.33702,0.0496456,0.0332076,-0.0536585,0.0337651
2.1,-0.897241,-4.09249,0.0456214,0.442481,0.336484,0.0499807,0.0335506,-0.0534631,0.0332605
2.11,-0.892815,-4.08913,0.0461229,0.442818,0.335951,0.0503108,0.0338936,-0.0532678,0.032756
2.12,-0.888385,-4.08578,0.0466276,0.443159,0.335419,0.0506359,0.0342367,-0.0530724,0.0322515
2.13,-0.883951,-4.08242,0.0471356,0.443503,0.334889,0.0509559,0.0345797,-0.052877,0.0317469
2.14,-0.879515,-4.07908,0.0476467,0.443851,0.334361,0.0512708,0.0349227,-0.0526817,0.0312424
2.15,-0.875074,-4.07574,0.048161,0.444201,0.333835,0.0515807,0.0352657,-0.0524863,0.0307378
2.16,-0.870631,-4.0724,0.0486783,0.444556,0.333312,0.0518856,0.0356088,-0.052291,0.0302333
2.17,-0.866183,-4.06907,0.0491987,0.444914,0.33279,0.0521854,0.0359518,-0.0520956,0.0297287
2.18,-0.861732,-4.06575,0.049722,0.445275,0.33227,0.0524801,0.0362948,-0.0519002,0.0292242
2.19,-0.857278,-4.06243,0.0502483,0.44564,0.331752,0.0527699,0.0366378,-0.0517049,0.0287196
2.2,-0.852819,-4.05911,0.0507774,0.446008,0.331236,0.0530545,0.0369809,-0.0515095,0.0282151
2.21,-0.848358,-4.0558,0.0513094,0.446379,0.330721,0.0533342,0.0373239,-0.0513142,0.0277105
2.22,-0.843892,-4.0525,0.0518441,0.446754,0.330209,0.0536087,0.0376669,-0.0511188,0.027206
2.23,-0.839422,-4.0492,0.0523815,0.447133,0.329699,0.0538783,0.03801,-0.0509234,0.0267015
2.24,-0.834949,-4.0459,0.0529216,0.447514,0.329191,0.0541428,0.038353,-0.0507281,0.0261969
2.25,-0.833698,-4.04498,0.0530731,0.447622,0.329049,0.0542158,0.0384489,-0.0506735,0.0260559
2.26,-0.82922,-4.04169,0.0536165,0.448002,0.328546,0.0544741,0.0376545,-0.0499149,0.0255971
2.27,-0.824738,-4.03841,0.0541625,0.448375,0.328051,0.0547277,0.0368602,-0.0491564,0.0251384
2.28,-0.820253,-4.03513,0.0547111,0.448739,0.327563,0.0549768,0.0360659,-0.0483979,0.0246796
2.29,-0.815763,-4.03186,0.0552621,0.449096,0.327083,0.0552213,0.0352715,-0.0476393,0.0242209
2.3,-0.811271,-4.02859,0.0558155,0.449445,0.32661,0.0554612,0.0344772,-0.0468808,0.0237621
2.31,-0.806775,-4.02533,0.0563713,0.449786,0.326145,0.0556966,0.0336829,-0.0461223,0.0233033
2.32,-0.802275,-4.02207,0.0569294,0.450118,0.325688,0.0559273,0.0328885,-0.0453637,0.0228446
2.33,-0.797772,-4.01881,0.0574898,0.450443,0.325238,0.0561535,0.0320942,-0.0446052,0.0223858
2.34,-0.793266,-4.01556,0.0580524,0.45076,0.324796,0.056375,0.0312999,-0.0438467,0.0219271
2.35,-0.788757,-4.01232,0.0586173,0.451069,0.324361,0.056592,0.0305056,-0.0430881,0.0214683
2.36,-0.784245,-4.00908,0.0591843,0.45137,0.323934,0.0568044,0.0297112,-0.0423296,0.0210096
2.37,-0.77973,-4.00584,0.0597533,0.451664,0.323514,0.0570122,0.0289169,-0.0415711,0.0205508
2.38,-0.775212,-4.00261,0.0603245,0.451949,0.323102,0.0572154,0.0281226,-0.0408125,0.020092
2.39,-0.770691,-3.99938,0.0608976,0.452226,0.322698,0.057414,0.0273282,-0.040054,0.0196333
2.4,-0.766167,-3.99615,0.0614728,0.452495,0.322301,0.0576081,0.0265339,-0.0392955,0.0191745
2.41,-0.761641,-3.99293,0.0620498,0.452757,0.321912,0.0577975,0.0257396,-0.0385369,0.0187158
2.42,-0.757112,-3.98971,0.0626287,0.45301,0.321531,0.0579824,0.0249453,-0.0377784,0.018257
2.43,-0.752581,-3.9865,0.0632094,0.453256,0.321157,0.0581627,0.0241509,-0.0370199,0.0177983
2.44,-0.748047,-3.98329,0.0637919,0.453493,0.32079,0.0583384,0.0233566,-0.0362613,0.0173395
2.45,-0.743511,-3.98008,0.0643762,0.453723,0.320431,0.0585095,0.0225623,-0.0355028,0.0168807
2.46,-0.738972,-3.97688,0.0649621,0.453944,0.32008,0.058676,0.0217679,-0.0347442,0.016422
2.47,-0.734432,-3.97368,0.0655497,0.454158,0.319737,0.0588379,0.0209736,-0.0339857,0.0159632
2.48,-0.729889,-3.97049,0.0661388,0.454364,0.3194,0.0589952,0.0201793,-0.0332272,0.0155045
2.49,-0.725345,-3.96729,0.0667296,0.454562,0.319072,0.059148,0.0193849,-0.0324686,0.0150457
2.5,-0.720798,-3.96411,0.0673218,0.454752,0.318751,0.0592962,0.0185906,-0.0317101,0.014587
2.51,-0.71625,-3.96092,0.0679155,0.454934,0.318438,0.0594397,0.0177963,-0.0309516,0.0141282
2.52,-0.711699,-3.95774,0.0685106,0.455108,0.318132,0.0595787,0.017002,-0.030193,0.0136694
2.53,-0.707148,-3.95456,0.069107,0.455274,0.317834,0.0597131,0.0162076,-0.0294345,0.0132107
2.54,-0.702594,-3.95138,0.0697048,0.455432,0.317543,0.0598429,0.0154133,-0.028676,0.0127519
2.55,-0.698039,-3.94821,0.0703039,0.455582,0.31726,0.0599682,0.014619,-0.0279174,0.0122932
2.56,-0.693482,-3.94503,0.0709042,0.455724,0.316985,0.0600888,0.0138246,-0.0271589,0.0118344
2.57,-0.688924,-3.94187,0.0715056,0.455858,0.316717,0.0602048,0.0130303,-0.0264004,0.0113757
2.58,-0.684365,-3.9387,0.0721082,0.455985,0.316457,0.0603163,0.012236,-0.0256418,0.0109169
2.59,-0.679805,-3.93554,0.0727119,0.456103,0.316204,0.0604232,0.0114416,-0.0248833,0.0104581
2.6,-0.675243,-3.93238,0.0733167,0.456213,0.315959,0.0605255,0.0106473,-0.0241248,0.00999939
2.61,-0.670681,-3.92922,0.0739224,0.456316,0.315722,0.0606232,0.00985299,-0.0233662,0.00954063
2.62,-0.666117,-3.92606,0.0745291,0.456411,0.315492,0.0607163,0.00905866,-0.0226077,0.00908187
2.63,-0.661552,-3.92291,0.0751368,0.456497,0.31527,0.0608048,0.00826433,-0.0218492,0.00862312
2.64,-0.656987,-3.91976,0.0757452,0.456576,0.315055,0.0608887,0.00747,-0.0210906,0.00816436
2.65,-0.652421,-3.91661,0.0763545,0.456647,0.314848,0.0609681,0.00667567,-0.0203321,0.0077056
2.66,-0.647854,-3.91346,0.0769646,0.456709,0.314648,0.0610429,0.00588134,-0.0195736,0.00724685
2.67,-0.643287,-3.91031,0.0775754,0.456764,0.314456,0.061113,0.00508701,-0.018815,0.00678809
2.68,-0.638719,-3.90717,0.0781868,0.456811,0.314272,0.0611786,0.00429268,-0.0180565,0.00632933
2.69,-0.634151,-3.90403,0.0787989,0.45685,0.314095,0.0612396,0.00349835,-0.017298,0.00587058
2.7,-0.629582,-3.90089,0.0794116,0.456881,0.313926,0.061296,0.00270402,-0.0165394,0.00541182
2.71,-0.625013,-3.89775,0.0800248,0.456904,0.313765,0.0613479,0.00190969,-0.0157809,0.00495306
2.72,-0.620444,-3.89461,0.0806385,0.456919,0.313611,0.0613951,0.00111536,-0.0150223,0.0044943
2.73,-0.615875,-3.89148,0.0812527,0.456926,0.313464,0.0614377,0.000321029,-0.0142638,0.00403555
2.74,-0.611305,-3.88834,0.0818673,0.456926,0.313325,0.0614758,-0.000473301,-0.0135053,0.00357679
2.75,-0.606736,-3.88521,0.0824822,0.456917,0.313194,0.0615093,-0.00126763,-0.0127467,0.00311803
2.76,-0.602167,-3.88208,0.0830974,0.4569,0.31307,0.0615382,-0.00206196,-0.0119882,0.00265928
2.77,-0.597598,-3.87895,0.083713,0.456876,0.312954,0.0615625,-0.00285629,-0.0112297,0.00220052
2.78,-0.59303,-3.87582,0.0843287,0.456843,0.312846,0.0615822,-0.00365062,-0.0104711,0.00174176
2.79,-0.590652,-3.87419,0.0846492,0.456823,0.312792,0.0615906,-0.00406405,-0.0100763,0.00150299
2.8,-0.586084,-3.87107,0.0852652,0.456783,0.312693,0.0616068,-0.00395927,-0.00986534,0.00174177
2.81,-0.581516,-3.86794,0.0858814,0.456744,0.312595,0.0616255,-0.0038545,-0.00965434,0.00198054
2.82,-0.576949,-3.86481,0.0864977,0.456706,0.312499,0.0616465,-0.00374973,-0.00944333,0.00221931
2.83,-0.572382,-3.86169,0.0871143,0.456669,0.312406,0.0616698,-0.00364496,-0.00923233,0.00245808
2.84,-0.567816,-3.85857,0.0877311,0.456633,0.312315,0.0616956,-0.00354018,-0.00902132,0.00269686
2.85,-0.563249,-3.85544,0.0883482,0.456598,0.312226,0.0617238,-0.00343541,-0.00881032,0.00293563
2.86,-0.558684,-3.85232,0.0889656,0.456564,0.312139,0.0617543,-0.00333064,-0.00859932,0.0031744
2.87,-0.554118,-3.8492,0.0895833,0.456532,0.312054,0.0617873,-0.00322586,-0.00838831,0.00341318
2.88,-0.549553,-3.84608,0.0902014,0.4565,0.311971,0.0618226,-0.00312109,-0.00817731,0.00365195
2.89,-0.544988,-3.84296,0.0908198,0.456469,0.31189,0.0618603,-0.00301632,-0.00796631,0.00389072
2.9,-0.540424,-3.83984,0.0914386,0.456439,0.311812,0.0619004,-0.00291155,-0.0077553,0.00412949
2.91,-0.535859,-3.83672,0.0920578,0.456411,0.311735,0.0619429,-0.00280677,-0.0075443,0.00436827
2.92,-0.531295,-3.83361,0.0926774,0.456383,0.311661,0.0619878,-0.002702,-0.00733329,0.00460704
2.93,-0.526732,-3.83049,0.0932976,0.456357,0.311588,0.062035,-0.00259723,-0.00712229,0.00484581
2.94,-0.522168,-3.82738,0.0939182,0.456331,0.311518,0.0620847,-0.00249246,-0.00691129,0.00508459
2.95,-0.517605,-3.82426,0.0945393,0.456307,0.31145,0.0621367,-0.00238768,-0.00670028,0.00532336
2.96,-0.513042,-3.82115,0.0951609,0.456284,0.311384,0.0621912,-0.00228291,-0.00648928,0.00556213
2.97,-0.508479,-3.81803,0.0957831,0.456261,0.31132,0.062248,-0.00217814,-0.00627827,0.00580091
2.98,-0.503917,-3.81492,0.0964059,0.45624,0.311259,0.0623072,-0.00207336,-0.00606727,0.00603968
2.99,-0.499355,-3.81181,0.0970292,0.45622,0.311199,0.0623688,-0.00196859,-0.00585627,0.00627845
3,-0.494792,-3.8087,0.0976532,0.456201,0.311142,0.0624327,-0.00186382,-0.00564526,0.00651722
3.01,-0.490231,-3.80558,0.0982779,0.456183,0.311086,0.0624991,-0.00175905,-0.00543426,0.006756
3.02,-0.485669,-3.80247,0.0989032,0.456166,0.311033,0.0625679,-0.00165427,-0.00522325,0.00699477
3.03,-0.481107,-3.79936,0.0995293,0.456149,0.310982,0.062639,-0.0015495,-0.00501225,0.00723354
3.04,-0.476546,-3.79625,0.100156,0.456135,0.310933,0.0627125,-0.00144473,-0.00480125,0.00747232
3.05,-0.471985,-3.79315,0.100784,0.456121,0.310886,0.0627884,-0.00133996,-0.00459024,0.00771109
3.06,-0.467423,-3.79004,0.101412,0.456108,0.310841,0.0628668,-0.00123518,-0.00437924,0.00794986
3.07,-0.462862,-3.78693,0.102041,0.456096,0.310798,0.0629474,-0.00113041,-0.00416823,0.00818864
3.08,-0.458301,-3.78382,0.102671,0.456085,0.310757,0.0630305,-0.00102564,-0.00395723,0.00842741
3.09,-0.453741,-3.78071,0.103301,0.456075,0.310719,0.063116,-0.000920865,-0.00374623,0.00866618
3.1,-0.44918,-3.77761,0.103933,0.456067,0.310682,0.0632038,-0.000816092,-0.00353522,0.00890495
3.11,-0.444619,-3.7745,0.104566,0.456059,0.310648,0.0632941,-0.000711319,-0.00332422,0.00914373
3.12,-0.440059,-3.77139,0.105199,0.456052,0.310616,0.0633867,-0.000606547,-0.00311321,0.0093825
3.13,-0.435498,-3.76829,0.105833,0.456047,0.310586,0.0634817,-0.000501774,-0.00290221,0.00962127
3.14,-0.430938,-3.76518,0.106469,0.456042,0.310558,0.0635791,-0.000397001,-0.00269121,0.00986005
3.15,-0.426377,-3.76208,0.107105,0.456039,0.310532,0.0636789,-0.000292228,-0.0024802,0.0100988
3.16,-0.421817,-3.75897,0.107742,0.456037,0.310508,0.0637811,-0.000187456,-0.0022692,0.0103376
3.17,-0.417257,-3.75587,0.108381,0.456035,0.310487,0.0638857,-8.2683e-05,-0.00205819,0.0105764
3.18,-0.412696,-3.75276,0.10902,0.456035,0.310467,0.0639927,2.20897e-05,-0.00184719,0.0108151
3.19,-0.408136,-3.74966,0.10966,0.456036,0.31045,0.064102,0.000126862,-0.00163619,0.0110539
3.2,-0.403576,-3.74655,0.110302,0.456037,0.310434,0.0642137,0.000231635,-0.00142518,0.0112927
3.21,-0.399015,-3.74345,0.110945,0.45604,0.310421,0.0643279,0.000336408,-0.00121418,0.0115315
3.22,-0.394455,-3.74034,0.111589,0.456044,0.31041,0.0644444,0.000441181,-0.00100318,0.0117702
3.23,-0.389894,-3.73724,0.112234,0.456049,0.310401,0.0645633,0.000545953,-0.000792171,0.012009
3.24,-0.385334,-3.73414,0.11288,0.456055,0.310394,0.0646845,0.000650726,-0.000581167,0.0122478
3.25,-0.380773,-3.73103,0.113527,0.456062,0.31039,0.0648082,0.000755499,-0.000370163,0.0124865
3.26,-0.376213,-3.72793,0.114176,0.45607,0.310387,0.0649343,0.000860271,-0.000159159,0.0127253
3.27,-0.371652,-3.72482,0.114826,0.456079,0.310386,0.0650627,0.000965044,5.18446e-05,0.0129641
3.28,-0.367091,-3.72172,0.115477,0.45609,0.310388,0.0651936,0.00106982,0.000262849,0.0132029
3.29,-0.36253,-3.71862,0.11613,0.456101,0.310392,0.0653268,0.00117459,0.000473852,0.0134416
3.3,-0.357969,-3.71551,0.116784,0.456113,0.310397,0.0654624,0.00127936,0.000684856,0.0136804
3.31,-0.353408,-3.71241,0.117439,0.456126,0.310405,0.0656004,0.00138414,0.00089586,0.0139192
3.32,-0.350472,-3.71041,0.117862,0.456135,0.310412,0.0656905,0.00145158,0.00103168,0.0140729
3.33,-0.34591,-3.70731,0.118519,0.456153,0.31042,0.0658305,0.00209921,0.000614719,0.0139335
3.34,-0.341349,-3.7042,0.119178,0.456177,0.310424,0.0659691,0.00274685,0.000197758,0.0137941
3.35,-0.336787,-3.7011,0.119839,0.456208,0.310424,0.0661064,0.00339449,-0.000219204,0.0136547
3.36,-0.332224,-3.69799,0.1205,0.456245,0.310419,0.0662422,0.00404213,-0.000636165,0.0135153
3.37,-0.327662,-3.69489,0.121163,0.456289,0.310411,0.0663767,0.00468977,-0.00105313,0.0133759
3.38,-0.323099,-3.69179,0.121828,0.456339,0.310398,0.0665098,0.0053374,-0.00147009,0.0132365
3.39,-0.318535,-3.68868,0.122494,0.456396,0.310382,0.0666414,0.00598504,-0.00188705,0.0130971
3.4,-0.313971,-3.68558,0.123161,0.456459,0.310361,0.0667717,0.00663268,-0.00230401,0.0129578
3.41,-0.309406,-3.68247,0.123829,0.456528,0.310336,0.0669006,0.00728032,-0.00272097,0.0128184
3.42,-0.30484,-3.67937,0.124499,0.456604,0.310306,0.0670281,0.00792796,-0.00313793,0.012679
3.43,-0.300274,-3.67627,0.12517,0.456687,0.310273,0.0671542,0.0085756,-0.00355489,0.0125396
