
==============================
REPLAN_ID,1
==============================
t,x,y,z,vx,vy,vz,ax,ay,az
21.28,-0.205937,4.15214,0.759762,-0.308933,0.442992,0.0251354,0.0930208,0.0776366,-0.0103018
21.29,-0.209022,4.15658,0.760013,-0.308004,0.44378,0.025035,0.0927719,0.0799893,-0.00977304
21.3,-0.212098,4.16102,0.760263,-0.307077,0.444592,0.0249399,0.092523,0.0823419,-0.00924431
21.31,-0.215164,4.16547,0.760512,-0.306154,0.445427,0.0248501,0.092274,0.0846946,-0.00871559
21.32,-0.218221,4.16993,0.76076,-0.305232,0.446286,0.0247656,0.0920251,0.0870472,-0.00818687
21.33,-0.221268,4.1744,0.761007,-0.304313,0.447168,0.0246864,0.0917762,0.0893998,-0.00765815
21.34,-0.224307,4.17887,0.761254,-0.303396,0.448074,0.0246124,0.0915272,0.0917525,-0.00712942
21.35,-0.227336,4.18336,0.761499,-0.302482,0.449003,0.0245438,0.0912783,0.0941051,-0.0066007
21.36,-0.230357,4.18785,0.761744,-0.301571,0.449956,0.0244804,0.0910294,0.0964578,-0.00607198
21.37,-0.233368,4.19236,0.761989,-0.300662,0.450932,0.0244224,0.0907805,0.0988104,-0.00554325
21.38,-0.23637,4.19687,0.762233,-0.299755,0.451932,0.0243696,0.0905315,0.101163,-0.00501453
21.39,-0.239363,4.2014,0.762476,-0.298851,0.452955,0.0243221,0.0902826,0.103516,-0.00448581
21.4,-0.242347,4.20593,0.762719,-0.29795,0.454002,0.0242799,0.0900337,0.105868,-0.00395708
21.41,-0.245322,4.21048,0.762962,-0.297051,0.455073,0.0242429,0.0897847,0.108221,-0.00342836
21.42,-0.248288,4.21503,0.763204,-0.296154,0.456167,0.0242113,0.0895358,0.110574,-0.00289964
21.43,-0.251245,4.2196,0.763446,-0.29526,0.457284,0.0241849,0.0892869,0.112926,-0.00237091
21.44,-0.254193,4.22418,0.763688,-0.294368,0.458425,0.0241639,0.089038,0.115279,-0.00184219
21.45,-0.257132,4.22877,0.76393,-0.293479,0.45959,0.0241481,0.088789,0.117632,-0.00131347
21.46,-0.260063,4.23337,0.764171,-0.292592,0.460778,0.0241376,0.0885401,0.119984,-0.000784745
21.47,-0.262984,4.23798,0.764412,-0.291708,0.461989,0.0241324,0.0882912,0.122337,-0.000256022
21.48,-0.265897,4.24261,0.764654,-0.290827,0.463225,0.0241325,0.0880422,0.12469,0.000272701
21.49,-0.268801,4.24725,0.764895,-0.289947,0.464483,0.0241378,0.0877933,0.127042,0.000801424
21.5,-0.271696,4.2519,0.765136,-0.289071,0.465765,0.0241485,0.0875444,0.129395,0.00133015
21.51,-0.274582,4.25656,0.765378,-0.288197,0.467071,0.0241645,0.0872954,0.131747,0.00185887
21.52,-0.27746,4.26124,0.76562,-0.287325,0.4684,0.0241857,0.0870465,0.1341,0.00238759
21.53,-0.280329,4.26593,0.765862,-0.286456,0.469753,0.0242122,0.0867976,0.136453,0.00291632
21.54,-0.283189,4.27064,0.766104,-0.285589,0.471129,0.024244,0.0865487,0.138805,0.00344504
21.55,-0.28604,4.27535,0.766347,-0.284725,0.472529,0.0242811,0.0862997,0.141158,0.00397376
21.56,-0.288883,4.28009,0.76659,-0.283863,0.473953,0.0243235,0.0860508,0.143511,0.00450249
21.57,-0.291718,4.28483,0.766833,-0.283004,0.475399,0.0243712,0.0858019,0.145863,0.00503121
21.58,-0.294543,4.28959,0.767077,-0.282147,0.47687,0.0244241,0.0855529,0.148216,0.00555993
21.59,-0.297361,4.29437,0.767322,-0.281293,0.478364,0.0244824,0.085304,0.150569,0.00608866
21.6,-0.300162,4.29915,0.767566,-0.280443,0.479877,0.0245457,0.0850558,0.152915,0.00661593
21.61,-0.302962,4.30395,0.767812,-0.279602,0.481395,0.0246089,0.0830716,0.15071,0.00602147
21.62,-0.305754,4.30878,0.768058,-0.278782,0.482891,0.0246661,0.0810875,0.148506,0.00542701
21.63,-0.308537,4.31361,0.768305,-0.277981,0.484365,0.0247174,0.0791034,0.146301,0.00483255
21.64,-0.311313,4.31846,0.768553,-0.2772,0.485817,0.0247628,0.0771193,0.144097,0.00423809
21.65,-0.314082,4.32333,0.7688,-0.276438,0.487247,0.0248022,0.0751351,0.141892,0.00364363
21.66,-0.316842,4.32821,0.769049,-0.275697,0.488655,0.0248357,0.073151,0.139687,0.00304917
21.67,-0.319596,4.3331,0.769297,-0.274975,0.490041,0.0248632,0.0711669,0.137483,0.00245471
21.68,-0.322342,4.33801,0.769546,-0.274274,0.491405,0.0248847,0.0691828,0.135278,0.00186025
21.69,-0.325081,4.34293,0.769795,-0.273592,0.492746,0.0249004,0.0671986,0.133074,0.00126579
21.7,-0.327814,4.34786,0.770044,-0.27293,0.494066,0.0249101,0.0652145,0.130869,0.000671326
21.71,-0.33054,4.35281,0.770293,-0.272287,0.495364,0.0249138,0.0632304,0.128664,7.68661e-05
21.72,-0.333259,4.35777,0.770542,-0.271665,0.496639,0.0249116,0.0612463,0.12646,-0.000517594
21.73,-0.335973,4.36274,0.770791,-0.271062,0.497893,0.0249035,0.0592621,0.124255,-0.00111205
21.74,-0.338681,4.36773,0.77104,-0.27048,0.499125,0.0248894,0.057278,0.122051,-0.00170651
21.75,-0.341383,4.37273,0.771289,-0.269917,0.500334,0.0248693,0.0552939,0.119846,-0.00230097
21.76,-0.344079,4.37774,0.771537,-0.269374,0.501522,0.0248433,0.0533098,0.117641,-0.00289543
21.77,-0.34677,4.38276,0.771786,-0.268851,0.502687,0.0248114,0.0513256,0.115437,-0.00348989
21.78,-0.349456,4.38779,0.772034,-0.268347,0.50383,0.0247735,0.0493415,0.113232,-0.00408435
21.79,-0.352137,4.39283,0.772281,-0.267864,0.504952,0.0247297,0.0473574,0.111028,-0.00467881
21.8,-0.354814,4.39789,0.772528,-0.2674,0.506051,0.02468,0.0453732,0.108823,-0.00527327
21.81,-0.357485,4.40295,0.772775,-0.266956,0.507128,0.0246243,0.0433891,0.106619,-0.00586773
21.82,-0.360153,4.40803,0.773021,-0.266532,0.508183,0.0245626,0.041405,0.104414,-0.00646219
21.83,-0.362816,4.41312,0.773266,-0.266128,0.509216,0.024495,0.0394209,0.102209,-0.00705666
21.84,-0.365475,4.41822,0.773511,-0.265744,0.510227,0.0244215,0.0374367,0.100005,-0.00765112
21.85,-0.368131,4.42332,0.773754,-0.26538,0.511216,0.024342,0.0354526,0.0978002,-0.00824558
21.86,-0.370783,4.42844,0.773997,-0.265035,0.512183,0.0242566,0.0334685,0.0955956,-0.00884004
21.87,-0.373432,4.43357,0.77424,-0.26471,0.513128,0.0241652,0.0314844,0.093391,-0.0094345
21.88,-0.376077,4.4387,0.774481,-0.264405,0.514051,0.0240679,0.0295002,0.0911864,-0.010029
21.89,-0.37872,4.44385,0.774721,-0.26412,0.514952,0.0239646,0.0275161,0.0889818,-0.0106234
21.9,-0.38136,4.449,0.77496,-0.263855,0.515831,0.0238554,0.025532,0.0867772,-0.0112179
21.91,-0.383997,4.45416,0.775198,-0.26361,0.516688,0.0237403,0.0235479,0.0845726,-0.0118123
21.92,-0.386632,4.45933,0.775435,-0.263384,0.517522,0.0236192,0.0215637,0.082368,-0.0124068
21.93,-0.389265,4.46451,0.77567,-0.263178,0.518335,0.0234921,0.0195796,0.0801635,-0.0130013
21.94,-0.391896,4.4697,0.775905,-0.262992,0.519126,0.0233591,0.0175955,0.0779589,-0.0135957
21.95,-0.392072,4.47005,0.77592,-0.262981,0.519178,0.02335,0.0174627,0.0778113,-0.0136355
21.96,-0.394701,4.47524,0.776153,-0.262803,0.519955,0.0232165,0.0180759,0.0775744,-0.0130691
21.97,-0.397328,4.48045,0.776385,-0.262619,0.520729,0.0230886,0.018689,0.0773376,-0.0125028
21.98,-0.399953,4.48566,0.776615,-0.262429,0.521501,0.0229664,0.0193022,0.0771007,-0.0119365
21.99,-0.402576,4.49088,0.776844,-0.262233,0.522271,0.0228499,0.0199153,0.0768638,-0.0113701
22,-0.405198,4.4961,0.777072,-0.262031,0.523039,0.022739,0.0205285,0.0766269,-0.0108038
22.01,-0.407817,4.50134,0.777299,-0.261823,0.523804,0.0226338,0.0211417,0.07639,-0.0102374
22.02,-0.410434,4.50658,0.777525,-0.261608,0.524566,0.0225343,0.0217548,0.0761531,-0.00967107
22.03,-0.413049,4.51183,0.777749,-0.261387,0.525327,0.0224404,0.022368,0.0759162,-0.00910472
22.04,-0.415662,4.51709,0.777973,-0.261161,0.526085,0.0223522,0.0229811,0.0756793,-0.00853837
22.05,-0.418272,4.52235,0.778196,-0.260928,0.52684,0.0222696,0.0235943,0.0754424,-0.00797202
22.06,-0.42088,4.52762,0.778419,-0.260689,0.527594,0.0221928,0.0242074,0.0752056,-0.00740568
22.07,-0.423486,4.5329,0.77864,-0.260444,0.528344,0.0221215,0.0248206,0.0749687,-0.00683933
22.08,-0.426089,4.53819,0.778861,-0.260192,0.529093,0.022056,0.0254338,0.0747318,-0.00627298
22.09,-0.42869,4.54349,0.779081,-0.259935,0.529839,0.0219961,0.0260469,0.0744949,-0.00570663
22.1,-0.431288,4.54879,0.779301,-0.259671,0.530583,0.0219418,0.0266601,0.074258,-0.00514029
22.11,-0.433883,4.5541,0.77952,-0.259402,0.531324,0.0218933,0.0272732,0.0740211,-0.00457394
22.12,-0.436476,4.55941,0.779739,-0.259126,0.532063,0.0218504,0.0278864,0.0737842,-0.00400759
22.13,-0.439066,4.56474,0.779957,-0.258844,0.5328,0.0218131,0.0284996,0.0735473,-0.00344124
22.14,-0.441653,4.57007,0.780175,-0.258556,0.533534,0.0217815,0.0291127,0.0733104,-0.0028749
22.15,-0.444237,4.57541,0.780393,-0.258262,0.534266,0.0217556,0.0297259,0.0730736,-0.00230855
22.16,-0.446818,4.58075,0.78061,-0.257961,0.534996,0.0217354,0.030339,0.0728367,-0.0017422
22.17,-0.449396,4.58611,0.780828,-0.257655,0.535723,0.0217208,0.0309522,0.0725998,-0.00117586
22.18,-0.451971,4.59147,0.781045,-0.257342,0.536448,0.0217118,0.0315653,0.0723629,-0.000609508
22.19,-0.454543,4.59684,0.781262,-0.257024,0.53717,0.0217086,0.0321785,0.072126,-4.3161e-05
22.2,-0.457112,4.60221,0.781479,-0.256699,0.53789,0.021711,0.0327917,0.0718891,0.000523186
22.21,-0.459677,4.6076,0.781696,-0.256368,0.538608,0.021719,0.0334048,0.0716522,0.00108953
22.22,-0.462239,4.61298,0.781913,-0.256031,0.539323,0.0217328,0.034018,0.0714153,0.00165588
22.23,-0.464797,4.61838,0.782131,-0.255688,0.540036,0.0217522,0.0346311,0.0711784,0.00222223
22.24,-0.467353,4.62379,0.782349,-0.255338,0.540747,0.0217772,0.0352443,0.0709416,0.00278858
22.25,-0.469904,4.6292,0.782566,-0.254983,0.541455,0.0218079,0.0358574,0.0707047,0.00335492
22.26,-0.472452,4.63461,0.782785,-0.254621,0.542161,0.0218443,0.0364706,0.0704678,0.00392127
22.27,-0.474997,4.64004,0.783003,-0.254253,0.542864,0.0218864,0.0370838,0.0702309,0.00448762
22.28,-0.477537,4.64547,0.783222,-0.253879,0.543566,0.0219341,0.0376969,0.069994,0.00505396
22.29,-0.47924,4.64912,0.78337,-0.253625,0.544035,0.0219693,0.0381083,0.0698351,0.00543392
22.3,-0.481774,4.65456,0.78359,-0.253238,0.544726,0.022025,0.0392195,0.0683919,0.00572269
22.31,-0.484304,4.66001,0.78381,-0.252841,0.545402,0.0220837,0.0403308,0.0669487,0.00601146
22.32,-0.486831,4.66547,0.784031,-0.252432,0.546065,0.0221453,0.041442,0.0655055,0.00630023
22.33,-0.489353,4.67094,0.784253,-0.252012,0.546713,0.0222097,0.0425533,0.0640623,0.006589
22.34,-0.491871,4.67641,0.784476,-0.251581,0.547346,0.022277,0.0436645,0.0626191,0.00687778
22.35,-0.494385,4.68188,0.784699,-0.251139,0.547965,0.0223473,0.0447758,0.0611759,0.00716655
22.36,-0.496894,4.68737,0.784923,-0.250685,0.548569,0.0224204,0.045887,0.0597327,0.00745532
22.37,-0.499398,4.69285,0.785147,-0.250221,0.54916,0.0224964,0.0469982,0.0582895,0.00774409
22.38,-0.501898,4.69835,0.785372,-0.249745,0.549735,0.0225753,0.0481095,0.0568463,0.00803286
22.39,-0.504393,4.70385,0.785599,-0.249259,0.550297,0.022657,0.0492207,0.0554031,0.00832163
22.4,-0.506883,4.70935,0.785826,-0.248761,0.550843,0.0227417,0.050332,0.0539599,0.0086104
22.41,-0.509368,4.71487,0.786053,-0.248252,0.551376,0.0228292,0.0514432,0.0525167,0.00889917
22.42,-0.511848,4.72038,0.786282,-0.247732,0.551894,0.0229197,0.0525545,0.0510735,0.00918794
22.43,-0.514323,4.7259,0.786512,-0.247201,0.552397,0.023013,0.0536657,0.0496303,0.00947671
22.44,-0.516792,4.73143,0.786743,-0.246659,0.552886,0.0231092,0.054777,0.0481871,0.00976548
22.45,-0.519256,4.73696,0.786974,-0.246105,0.553361,0.0232083,0.0558882,0.0467439,0.0100543
22.46,-0.521714,4.7425,0.787207,-0.245541,0.553821,0.0233103,0.0569994,0.0453007,0.010343
22.47,-0.524167,4.74804,0.78744,-0.244965,0.554267,0.0234152,0.0581107,0.0438575,0.0106318
22.48,-0.526614,4.75358,0.787675,-0.244379,0.554698,0.0235229,0.0592219,0.0424143,0.0109206
22.49,-0.529054,4.75913,0.787911,-0.243781,0.555115,0.0236336,0.0603332,0.0409711,0.0112093
22.5,-0.531489,4.76468,0.788148,-0.243172,0.555518,0.0237471,0.0614444,0.0395279,0.0114981
22.51,-0.533918,4.77024,0.788386,-0.242552,0.555906,0.0238635,0.0625557,0.0380847,0.0117869
22.52,-0.53634,4.7758,0.788625,-0.241921,0.556279,0.0239829,0.0636669,0.0366415,0.0120756
22.53,-0.538756,4.78137,0.788865,-0.241279,0.556639,0.0241051,0.0647782,0.0351983,0.0123644
22.54,-0.541166,4.78694,0.789107,-0.240625,0.556983,0.0242301,0.0658894,0.0337551,0.0126532
22.55,-0.543569,4.79251,0.78935,-0.239961,0.557314,0.0243581,0.0670007,0.0323119,0.012942
22.56,-0.545965,4.79808,0.789594,-0.239285,0.55763,0.024489,0.0681119,0.0308687,0.0132307
22.57,-0.548354,4.80366,0.78984,-0.238599,0.557931,0.0246227,0.0692231,0.0294255,0.0135195
22.58,-0.550737,4.80924,0.790087,-0.237901,0.558218,0.0247594,0.0703344,0.0279823,0.0138083
22.59,-0.553112,4.81482,0.790335,-0.237192,0.558491,0.0248989,0.0714456,0.0265391,0.014097
22.6,-0.555481,4.82041,0.790585,-0.236472,0.558749,0.0250413,0.0725569,0.0250959,0.0143858
22.61,-0.557842,4.826,0.790836,-0.235741,0.558993,0.0251866,0.0736681,0.0236527,0.0146746
22.62,-0.560195,4.83159,0.791088,-0.234999,0.559222,0.0253348,0.0747794,0.0222095,0.0149634
22.63,-0.561743,4.83528,0.791256,-0.234503,0.559365,0.0254341,0.0755122,0.0212577,0.0151538
22.64,-0.564085,4.84087,0.791511,-0.233745,0.559577,0.0255877,0.076117,0.0211208,0.0155549
22.65,-0.566418,4.84647,0.791768,-0.232981,0.559788,0.0257452,0.0767218,0.0209839,0.015956
22.66,-0.568744,4.85207,0.792026,-0.23221,0.559997,0.0259068,0.0773267,0.020847,0.0163571
22.67,-0.571063,4.85767,0.792286,-0.231434,0.560205,0.0260724,0.0779315,0.0207101,0.0167582
22.68,-0.573373,4.86327,0.792547,-0.230652,0.560411,0.0262419,0.0785363,0.0205732,0.0171593
22.69,-0.575676,4.86888,0.792811,-0.229863,0.560616,0.0264155,0.0791411,0.0204364,0.0175604
22.7,-0.57797,4.87449,0.793076,-0.229069,0.56082,0.0265931,0.0797459,0.0202995,0.0179615
22.71,-0.580257,4.88009,0.793342,-0.228269,0.561022,0.0267748,0.0803507,0.0201626,0.0183626
22.72,-0.582536,4.88571,0.793611,-0.227462,0.561223,0.0269604,0.0809556,0.0200257,0.0187637
22.73,-0.584806,4.89132,0.793882,-0.226649,0.561423,0.02715,0.0815604,0.0198888,0.0191648
22.74,-0.587069,4.89693,0.794154,-0.225831,0.561621,0.0273437,0.0821652,0.0197519,0.0195659
22.75,-0.589323,4.90255,0.794429,-0.225006,0.561818,0.0275414,0.08277,0.019615,0.0199669
22.76,-0.591569,4.90817,0.794705,-0.224175,0.562013,0.027743,0.0833748,0.0194781,0.020368
22.77,-0.593806,4.91379,0.794983,-0.223339,0.562207,0.0279487,0.0839796,0.0193412,0.0207691
22.78,-0.596035,4.91941,0.795264,-0.222496,0.5624,0.0281584,0.0845844,0.0192043,0.0211702
22.79,-0.598256,4.92504,0.795547,-0.221647,0.562591,0.0283721,0.0851893,0.0190674,0.0215713
22.8,-0.600468,4.93067,0.795831,-0.220792,0.562781,0.0285898,0.0857941,0.0189305,0.0219724
22.81,-0.602672,4.9363,0.796118,-0.219931,0.56297,0.0288116,0.0863989,0.0187936,0.0223735
22.82,-0.604867,4.94193,0.796408,-0.219064,0.563157,0.0290373,0.0870037,0.0186567,0.0227746
22.83,-0.607053,4.94756,0.796699,-0.218191,0.563343,0.0292671,0.0876085,0.0185198,0.0231757
22.84,-0.609231,4.95319,0.796993,-0.217312,0.563528,0.0295008,0.0882133,0.0183829,0.0235768
22.85,-0.611399,4.95883,0.797289,-0.216427,0.563711,0.0297386,0.0888182,0.0182461,0.0239779
22.86,-0.613559,4.96447,0.797588,-0.215535,0.563892,0.0299804,0.089423,0.0181092,0.024379
22.87,-0.61571,4.97011,0.797889,-0.214638,0.564073,0.0302262,0.0900278,0.0179723,0.0247801
22.88,-0.617852,4.97575,0.798192,-0.213735,0.564252,0.030476,0.0906326,0.0178354,0.0251812
22.89,-0.619985,4.98139,0.798498,-0.212826,0.56443,0.0307298,0.0912374,0.0176985,0.0255823
22.9,-0.622108,4.98704,0.798807,-0.21191,0.564606,0.0309876,0.0918422,0.0175616,0.0259834
22.91,-0.624223,4.99268,0.799118,-0.210989,0.564781,0.0312495,0.092447,0.0174247,0.0263845
22.92,-0.626328,4.99833,0.799432,-0.210061,0.564954,0.0315153,0.0930519,0.0172878,0.0267856
22.93,-0.628424,5.00398,0.799748,-0.209128,0.565127,0.0317852,0.0936567,0.0171509,0.0271867
22.94,-0.630511,5.00964,0.800068,-0.208188,0.565297,0.0320591,0.0942615,0.017014,0.0275878
22.95,-0.632588,5.01529,0.80039,-0.207242,0.565467,0.0323369,0.0948663,0.0168771,0.0279889
22.96,-0.634656,5.02094,0.800714,-0.206291,0.565635,0.0326188,0.0954711,0.0167402,0.02839
22.97,-0.636714,5.0266,0.801042,-0.205333,0.565802,0.0329047,0.0960759,0.0166033,0.0287911
22.98,-0.637035,5.02749,0.801094,-0.205183,0.565828,0.0329498,0.0961705,0.0165819,0.0288538
22.99,-0.639082,5.03315,0.801424,-0.204204,0.566003,0.0332341,0.0996012,0.0184447,0.0280114
23,-0.641119,5.03881,0.801758,-0.203191,0.566197,0.0335101,0.103032,0.0203076,0.027169
23.01,-0.643145,5.04447,0.802095,-0.202143,0.566409,0.0337775,0.106462,0.0221704,0.0263266
23.02,-0.645162,5.05013,0.802434,-0.201061,0.56664,0.0340366,0.109893,0.0240332,0.0254842
23.03,-0.647167,5.0558,0.802775,-0.199945,0.56689,0.0342872,0.113324,0.025896,0.0246418
23.04,-0.64916,5.06147,0.803119,-0.198795,0.567158,0.0345294,0.116754,0.0277588,0.0237994
23.05,-0.651142,5.06715,0.803466,-0.19761,0.567445,0.0347632,0.120185,0.0296217,0.022957
23.06,-0.653112,5.07282,0.803815,-0.196391,0.56775,0.0349886,0.123616,0.0314845,0.0221146
23.07,-0.65507,5.0785,0.804166,-0.195138,0.568074,0.0352055,0.127046,0.0333473,0.0212722
23.08,-0.657015,5.08418,0.804519,-0.19385,0.568417,0.035414,0.130477,0.0352101,0.0204298
23.09,-0.658947,5.08987,0.804874,-0.192528,0.568779,0.0356141,0.133908,0.037073,0.0195874
23.1,-0.660865,5.09556,0.805231,-0.191172,0.569159,0.0358058,0.137338,0.0389358,0.018745
23.11,-0.66277,5.10125,0.80559,-0.189782,0.569557,0.035989,0.140769,0.0407986,0.0179026
23.12,-0.664661,5.10695,0.805951,-0.188357,0.569975,0.0361638,0.144199,0.0426614,0.0170602
23.13,-0.666537,5.11265,0.806313,-0.186898,0.570411,0.0363302,0.14763,0.0445242,0.0162178
23.14,-0.668399,5.11836,0.806677,-0.185404,0.570865,0.0364882,0.151061,0.0463871,0.0153754
23.15,-0.670245,5.12407,0.807043,-0.183876,0.571338,0.0366377,0.154491,0.0482499,0.014533
23.16,-0.672076,5.12979,0.80741,-0.182314,0.57183,0.0367788,0.157922,0.0501127,0.0136906
23.17,-0.673891,5.13551,0.807779,-0.180718,0.572341,0.0369115,0.161353,0.0519755,0.0128482
23.18,-0.67569,5.14123,0.808148,-0.179087,0.57287,0.0370358,0.164783,0.0538383,0.0120058
23.19,-0.677473,5.14696,0.808519,-0.177422,0.573417,0.0371516,0.168214,0.0557012,0.0111633
23.2,-0.679239,5.1527,0.808891,-0.175723,0.573984,0.037259,0.171644,0.057564,0.0103209
23.21,-0.680987,5.15844,0.809264,-0.173989,0.574569,0.037358,0.175075,0.0594268,0.00947854
23.22,-0.682719,5.16419,0.809638,-0.172222,0.575172,0.0374486,0.178506,0.0612896,0.00863614
23.23,-0.684432,5.16995,0.810013,-0.170419,0.575794,0.0375308,0.181936,0.0631524,0.00779373
23.24,-0.686127,5.17571,0.810389,-0.168583,0.576435,0.0376045,0.185367,0.0650153,0.00695133
23.25,-0.687803,5.18148,0.810765,-0.166712,0.577095,0.0376698,0.188798,0.0668781,0.00610893
23.26,-0.689461,5.18725,0.811142,-0.164807,0.577773,0.0377267,0.192228,0.0687409,0.00526653
23.27,-0.691099,5.19303,0.81152,-0.162867,0.57847,0.0377751,0.195659,0.0706037,0.00442412
23.28,-0.692718,5.19882,0.811898,-0.160894,0.579185,0.0378152,0.19909,0.0724666,0.00358172
23.29,-0.694317,5.20461,0.812276,-0.158886,0.579919,0.0378468,0.20252,0.0743294,0.00273932
23.3,-0.695896,5.21042,0.812655,-0.156843,0.580671,0.0378699,0.205951,0.0761922,0.00189691
23.31,-0.697454,5.21623,0.813034,-0.154767,0.581443,0.0378847,0.209381,0.078055,0.00105451
23.32,-0.698991,5.22205,0.813412,-0.152656,0.582233,0.037891,0.212812,0.0799178,0.000212107
23.33,-0.700161,5.22653,0.813704,-0.151006,0.582854,0.0378902,0.215455,0.0813529,-0.000436867
23.34,-0.70166,5.23237,0.814083,-0.148874,0.583663,0.0378832,0.210857,0.0805144,-0.000953749
23.35,-0.703138,5.23821,0.814462,-0.146789,0.584464,0.0378711,0.206259,0.0796758,-0.00147063
23.36,-0.704596,5.24406,0.814841,-0.144749,0.585257,0.0378538,0.201661,0.0788372,-0.00198751
23.37,-0.706033,5.24991,0.815219,-0.142756,0.586041,0.0378313,0.197063,0.0779987,-0.0025044
23.38,-0.707451,5.25578,0.815597,-0.140808,0.586817,0.0378037,0.192465,0.0771601,-0.00302128
23.39,-0.70885,5.26165,0.815975,-0.138906,0.587584,0.0377709,0.187867,0.0763216,-0.00353816
23.4,-0.710229,5.26753,0.816353,-0.137051,0.588343,0.0377329,0.183269,0.075483,-0.00405504
23.41,-0.711591,5.27342,0.81673,-0.135241,0.589094,0.0376898,0.178671,0.0746445,-0.00457193
23.42,-0.712934,5.27931,0.817106,-0.133477,0.589836,0.0376415,0.174073,0.0738059,-0.00508881
23.43,-0.714261,5.28521,0.817483,-0.131759,0.59057,0.037588,0.169475,0.0729673,-0.00560569
23.44,-0.71557,5.29112,0.817858,-0.130088,0.591295,0.0375294,0.164877,0.0721288,-0.00612257
23.45,-0.716863,5.29704,0.818233,-0.128462,0.592012,0.0374656,0.160279,0.0712902,-0.00663946
23.46,-0.718139,5.30296,0.818607,-0.126882,0.592721,0.0373966,0.155681,0.0704517,-0.00715634
23.47,-0.7194,5.30889,0.818981,-0.125348,0.593421,0.0373225,0.151083,0.0696131,-0.00767322
23.48,-0.720646,5.31483,0.819354,-0.12386,0.594113,0.0372431,0.146485,0.0687745,-0.0081901
23.49,-0.721878,5.32078,0.819726,-0.122419,0.594797,0.0371587,0.141887,0.067936,-0.00870699
23.5,-0.723095,5.32673,0.820097,-0.121023,0.595472,0.037069,0.137289,0.0670974,-0.00922387
23.51,-0.724298,5.33268,0.820467,-0.119673,0.596139,0.0369742,0.132691,0.0662589,-0.00974075
23.52,-0.725488,5.33865,0.820836,-0.118369,0.596797,0.0368742,0.128093,0.0654203,-0.0102576
23.53,-0.726666,5.34462,0.821205,-0.117111,0.597447,0.036769,0.123495,0.0645817,-0.0107745
23.54,-0.727831,5.3506,0.821572,-0.115899,0.598089,0.0366587,0.118897,0.0637432,-0.0112914
23.55,-0.728984,5.35658,0.821938,-0.114733,0.598722,0.0365432,0.114299,0.0629046,-0.0118083
23.56,-0.730126,5.36257,0.822303,-0.113613,0.599347,0.0364225,0.109701,0.0620661,-0.0123252
23.57,-0.731256,5.36857,0.822666,-0.112539,0.599963,0.0362967,0.105103,0.0612275,-0.012842
23.58,-0.732377,5.37457,0.823029,-0.111511,0.600572,0.0361657,0.100505,0.0603889,-0.0133589
23.59,-0.733487,5.38058,0.82339,-0.110529,0.601171,0.0360295,0.095907,0.0595504,-0.0138758
23.6,-0.734587,5.3866,0.823749,-0.109593,0.601763,0.0358882,0.091309,0.0587118,-0.0143927
23.61,-0.735679,5.39262,0.824107,-0.108703,0.602345,0.0357417,0.086711,0.0578733,-0.0149096
23.62,-0.736762,5.39864,0.824464,-0.107859,0.60292,0.03559,0.082113,0.0570347,-0.0154265
23.63,-0.737836,5.40467,0.824819,-0.10706,0.603486,0.0354331,0.0775151,0.0561962,-0.0159433
23.64,-0.738903,5.41071,0.825173,-0.106308,0.604044,0.0352711,0.0729171,0.0553576,-0.0164602
23.65,-0.739962,5.41676,0.825525,-0.105602,0.604593,0.0351039,0.0683191,0.054519,-0.0169771
23.66,-0.741015,5.4228,0.825875,-0.104942,0.605134,0.0349316,0.0637211,0.0536805,-0.017494
23.67,-0.742061,5.42886,0.826223,-0.104328,0.605667,0.034754,0.0591231,0.0528419,-0.0180109
23.68,-0.743102,5.43492,0.82657,-0.103759,0.606191,0.0345714,0.0545251,0.0520034,-0.0185278
23.69,-0.744137,5.44098,0.826915,-0.103237,0.606707,0.0343835,0.0499271,0.0511648,-0.0190446
23.7,-0.744515,5.44321,0.827041,-0.103057,0.606894,0.0343132,0.0482387,0.0508569,-0.0192344
23.71,-0.745544,5.44928,0.827383,-0.102575,0.607397,0.03412,0.0481988,0.0496949,-0.0194157
23.72,-0.746567,5.45536,0.827723,-0.102093,0.607888,0.0339249,0.048159,0.0485329,-0.019597
23.73,-0.747585,5.46144,0.828061,-0.101612,0.608368,0.033728,0.0481191,0.0473709,-0.0197783
23.74,-0.748599,5.46752,0.828398,-0.101131,0.608836,0.0335293,0.0480792,0.0462089,-0.0199596
23.75,-0.749608,5.47362,0.828732,-0.10065,0.609292,0.0333288,0.0480394,0.0450469,-0.0201409
23.76,-0.750612,5.47971,0.829064,-0.10017,0.609737,0.0331265,0.0479995,0.0438849,-0.0203222
23.77,-0.751612,5.48581,0.829394,-0.09969,0.61017,0.0329224,0.0479596,0.0427229,-0.0205035
23.78,-0.752606,5.49191,0.829723,-0.0992106,0.610591,0.0327164,0.0479198,0.0415609,-0.0206848
23.79,-0.753596,5.49802,0.830049,-0.0987316,0.611001,0.0325087,0.0478799,0.0403989,-0.0208661
23.8,-0.754581,5.50413,0.830373,-0.098253,0.611399,0.0322991,0.04784,0.0392369,-0.0210474
23.81,-0.755561,5.51025,0.830695,-0.0977748,0.611786,0.0320877,0.0478002,0.0380749,-0.0212287
23.82,-0.756536,5.51637,0.831015,-0.097297,0.61216,0.0318745,0.0477603,0.0369129,-0.02141
