
==============================
REPLAN_ID,1
==============================
t,x,y,z,vx,vy,vz,ax,ay,az
11.66,8.48058,0.44586,1.04683,0.562519,-0.0222527,0.0232465,0.00882537,0.0833483,0.01391
11.67,8.4862,0.445641,1.04706,0.56261,-0.0214111,0.0233792,0.0093028,0.0849751,0.012632
11.68,8.49183,0.445432,1.0473,0.562705,-0.0205532,0.0234991,0.00978023,0.0866019,0.0113539
11.69,8.49746,0.44523,1.04753,0.562805,-0.019679,0.0236063,0.0102577,0.0882287,0.0100758
11.7,8.50309,0.445038,1.04777,0.56291,-0.0187886,0.0237006,0.0107351,0.0898555,0.00879768
11.71,8.50872,0.444855,1.04801,0.56302,-0.0178819,0.0237822,0.0112125,0.0914822,0.00751958
11.72,8.51435,0.44468,1.04825,0.563135,-0.016959,0.023851,0.0116899,0.093109,0.00624149
11.73,8.51998,0.444516,1.04848,0.563254,-0.0160198,0.023907,0.0121674,0.0947358,0.0049634
11.74,8.52561,0.44436,1.04872,0.563378,-0.0150643,0.0239503,0.0126448,0.0963626,0.00368531
11.75,8.53125,0.444214,1.04896,0.563507,-0.0140925,0.0239807,0.0131222,0.0979894,0.00240721
11.76,8.53688,0.444078,1.0492,0.56364,-0.0131045,0.0239984,0.0135997,0.0996162,0.00112912
11.77,8.54252,0.443952,1.04944,0.563779,-0.0121002,0.0240033,0.0140771,0.101243,-0.00014897
11.78,8.54816,0.443836,1.04968,0.563922,-0.0110796,0.0239955,0.0145545,0.10287,-0.00142706
11.79,8.54824,0.443835,1.04969,0.563924,-0.0110656,0.0239953,0.014561,0.102892,-0.00144441
11.8,8.55388,0.443729,1.04993,0.564063,-0.0100464,0.0239783,0.0132109,0.100951,-0.00194295
11.81,8.55952,0.443634,1.05017,0.564188,-0.00904662,0.0239564,0.0118608,0.099011,-0.00244149
11.82,8.56516,0.443548,1.05041,0.5643,-0.00806621,0.0239295,0.0105106,0.0970706,-0.00294003
11.83,8.5708,0.443473,1.05065,0.564398,-0.00710521,0.0238976,0.0091605,0.0951302,-0.00343858
11.84,8.57645,0.443406,1.05088,0.564483,-0.00616361,0.0238607,0.00781037,0.0931898,-0.00393712
11.85,8.58209,0.443349,1.05112,0.564555,-0.00524141,0.0238189,0.00646024,0.0912494,-0.00443566
11.86,8.58774,0.443301,1.05136,0.564612,-0.00433862,0.023772,0.00511011,0.089309,-0.0049342
11.87,8.59338,0.443262,1.0516,0.564657,-0.00345523,0.0237202,0.00375998,0.0873686,-0.00543274
11.88,8.59903,0.443232,1.05183,0.564688,-0.00259125,0.0236634,0.00240985,0.0854282,-0.00593128
11.89,8.60468,0.44321,1.05207,0.564705,-0.00174667,0.0236015,0.00105973,0.0834878,-0.00642982
11.9,8.61033,0.443197,1.05231,0.564709,-0.000921491,0.0235348,-0.000290402,0.0815474,-0.00692836
11.91,8.61597,0.443192,1.05254,0.564699,-0.000115719,0.023463,-0.00164053,0.079607,-0.0074269
11.92,8.62162,0.443195,1.05278,0.564676,0.000670649,0.0233862,-0.00299066,0.0776666,-0.00792544
11.93,8.62727,0.443205,1.05301,0.564639,0.00143761,0.0233045,-0.00434079,0.0757262,-0.00842398
11.94,8.63291,0.443223,1.05324,0.564589,0.00218517,0.0232177,-0.00569091,0.0737858,-0.00892252
11.95,8.63856,0.443249,1.05347,0.564526,0.00291333,0.023126,-0.00704104,0.0718454,-0.00942106
11.96,8.6442,0.443282,1.0537,0.564448,0.00362208,0.0230293,-0.00839117,0.069905,-0.00991961
11.97,8.64985,0.443321,1.05393,0.564358,0.00431143,0.0229276,-0.0097413,0.0679646,-0.0104181
11.98,8.65549,0.443368,1.05416,0.564254,0.00498137,0.022821,-0.0110914,0.0660242,-0.0109167
11.99,8.66113,0.443421,1.05439,0.564136,0.00563191,0.0227093,-0.0124416,0.0640838,-0.0114152
12,8.66677,0.44348,1.05462,0.564005,0.00626305,0.0225926,-0.0137917,0.0621434,-0.0119138
12.01,8.67241,0.443546,1.05484,0.56386,0.00687478,0.022471,-0.0151418,0.060203,-0.0124123
12.02,8.67805,0.443618,1.05507,0.563702,0.00746711,0.0223444,-0.0164919,0.0582626,-0.0129108
12.03,8.68369,0.443695,1.05529,0.56353,0.00804003,0.0222128,-0.0178421,0.0563222,-0.0134094
12.04,8.68932,0.443779,1.05551,0.563345,0.00859355,0.0220762,-0.0191922,0.0543818,-0.0139079
12.05,8.69495,0.443867,1.05573,0.563146,0.00912767,0.0219346,-0.0205423,0.0524414,-0.0144065
12.06,8.70058,0.443961,1.05595,0.562934,0.00964238,0.0217881,-0.0218925,0.050501,-0.014905
12.07,8.70621,0.44406,1.05617,0.562709,0.0101377,0.0216365,-0.0232426,0.0485606,-0.0154036
12.08,8.71184,0.444164,1.05638,0.562469,0.0106136,0.02148,-0.0245927,0.0466202,-0.0159021
12.09,8.71746,0.444272,1.0566,0.562217,0.0110701,0.0213185,-0.0259428,0.0446798,-0.0164006
12.1,8.72308,0.444385,1.05681,0.561951,0.0115072,0.021152,-0.027293,0.0427394,-0.0168992
12.11,8.7287,0.444502,1.05702,0.561671,0.0119249,0.0209805,-0.0286431,0.040799,-0.0173977
12.12,8.73431,0.444623,1.05723,0.561378,0.0123232,0.020804,-0.0299932,0.0388586,-0.0178963
12.13,8.73993,0.444749,1.05744,0.561071,0.0127021,0.0206226,-0.0313434,0.0369182,-0.0183948
12.14,8.74554,0.444877,1.05764,0.560751,0.0130615,0.0204362,-0.0326935,0.0349778,-0.0188933
12.15,8.75114,0.44501,1.05784,0.560417,0.0134016,0.0202447,-0.0340436,0.0330374,-0.0193919
12.16,8.75674,0.445145,1.05805,0.56007,0.0137223,0.0200483,-0.0353937,0.031097,-0.0198904
12.17,8.76234,0.445284,1.05824,0.559709,0.0140235,0.0198469,-0.0367439,0.0291566,-0.020389
12.18,8.76794,0.445426,1.05844,0.559335,0.0143054,0.0196405,-0.038094,0.0272162,-0.0208875
12.19,8.77353,0.44557,1.05864,0.558947,0.0145679,0.0194292,-0.0394441,0.0252758,-0.021386
12.2,8.77912,0.445717,1.05883,0.558546,0.0148109,0.0192128,-0.0407942,0.0233354,-0.0218846
12.21,8.7847,0.445866,1.05902,0.558131,0.0150346,0.0189915,-0.0421444,0.021395,-0.0223831
12.22,8.79028,0.446018,1.05921,0.557703,0.0152388,0.0187652,-0.0434945,0.0194546,-0.0228817
12.23,8.79573,0.446168,1.05939,0.557272,0.0154196,0.0185392,-0.0448136,0.0175588,-0.0233687
12.24,8.8013,0.446323,1.05958,0.556828,0.0155958,0.0183069,-0.0438989,0.0176688,-0.0230925
12.25,8.80686,0.446479,1.05976,0.556394,0.015773,0.0180774,-0.0429842,0.0177788,-0.0228162
12.26,8.81242,0.446638,1.05994,0.555969,0.0159513,0.0178506,-0.0420695,0.0178888,-0.0225399
12.27,8.81798,0.446798,1.06012,0.555553,0.0161308,0.0176266,-0.0411548,0.0179988,-0.0222637
12.28,8.82354,0.446961,1.06029,0.555146,0.0163113,0.0174053,-0.0402401,0.0181087,-0.0219874
12.29,8.82909,0.447125,1.06046,0.554748,0.016493,0.0171868,-0.0393255,0.0182187,-0.0217112
12.3,8.83463,0.447291,1.06064,0.554359,0.0166757,0.0169711,-0.0384108,0.0183287,-0.0214349
12.31,8.84017,0.447458,1.0608,0.553979,0.0168595,0.0167581,-0.0374961,0.0184387,-0.0211586
12.32,8.84571,0.447628,1.06097,0.553609,0.0170445,0.0165479,-0.0365814,0.0185487,-0.0208824
12.33,8.85124,0.447799,1.06113,0.553248,0.0172305,0.0163405,-0.0356667,0.0186586,-0.0206061
12.34,8.85678,0.447972,1.0613,0.552896,0.0174176,0.0161358,-0.034752,0.0187686,-0.0203298
12.35,8.8623,0.448147,1.06146,0.552553,0.0176059,0.0159339,-0.0338374,0.0188786,-0.0200536
12.36,8.86783,0.448324,1.06162,0.552219,0.0177952,0.0157347,-0.0329227,0.0189886,-0.0197773
12.37,8.87335,0.448503,1.06177,0.551894,0.0179857,0.0155383,-0.032008,0.0190986,-0.0195011
12.38,8.87886,0.448684,1.06193,0.551579,0.0181772,0.0153447,-0.0310933,0.0192086,-0.0192248
12.39,8.88438,0.448867,1.06208,0.551273,0.0183698,0.0151538,-0.0301786,0.0193185,-0.0189485
12.4,8.88989,0.449052,1.06223,0.550975,0.0185636,0.0149657,-0.0292639,0.0194285,-0.0186723
12.41,8.8954,0.449238,1.06238,0.550687,0.0187584,0.0147804,-0.0283493,0.0195385,-0.018396
12.42,8.9009,0.449427,1.06253,0.550408,0.0189543,0.0145978,-0.0274346,0.0196485,-0.0181197
12.43,8.90641,0.449617,1.06267,0.550139,0.0191514,0.014418,-0.0265199,0.0197585,-0.0178435
12.44,8.91191,0.44981,1.06281,0.549878,0.0193495,0.0142409,-0.0256052,0.0198684,-0.0175672
12.45,8.9174,0.450004,1.06296,0.549626,0.0195487,0.0140667,-0.0246905,0.0199784,-0.017291
12.46,8.9229,0.450201,1.06309,0.549384,0.0197491,0.0138951,-0.0237758,0.0200884,-0.0170147
12.47,8.92839,0.450399,1.06323,0.549151,0.0199505,0.0137264,-0.0228612,0.0201984,-0.0167384
12.48,8.93388,0.4506,1.06337,0.548927,0.020153,0.0135604,-0.0219465,0.0203084,-0.0164622
12.49,8.93937,0.450802,1.0635,0.548712,0.0203567,0.0133971,-0.0210318,0.0204183,-0.0161859
12.5,8.94486,0.451007,1.06364,0.548506,0.0205614,0.0132366,-0.0201171,0.0205283,-0.0159096
12.51,8.95034,0.451214,1.06377,0.54831,0.0207672,0.0130789,-0.0192024,0.0206383,-0.0156334
12.52,8.95582,0.451422,1.0639,0.548122,0.0209742,0.012924,-0.0182877,0.0207483,-0.0153571
12.53,8.9613,0.451633,1.06403,0.547944,0.0211822,0.0127718,-0.0173731,0.0208583,-0.0150809
12.54,8.96678,0.451846,1.06415,0.547775,0.0213913,0.0126224,-0.0164584,0.0209682,-0.0148046
12.55,8.97226,0.452061,1.06428,0.547615,0.0216016,0.0124757,-0.0155437,0.0210782,-0.0145283
12.56,8.97773,0.452278,1.0644,0.547464,0.0218129,0.0123318,-0.014629,0.0211882,-0.0142521
12.57,8.98321,0.452497,1.06453,0.547322,0.0220253,0.0121906,-0.0137143,0.0212982,-0.0139758
12.58,8.98868,0.452718,1.06465,0.54719,0.0222389,0.0120523,-0.0127996,0.0214082,-0.0136996
12.59,8.99415,0.452942,1.06477,0.547066,0.0224535,0.0119167,-0.011885,0.0215181,-0.0134233
12.6,8.99962,0.453168,1.06489,0.546952,0.0226692,0.0117838,-0.0109703,0.0216281,-0.013147
12.61,9.00509,0.453395,1.065,0.546847,0.0228861,0.0116537,-0.0100556,0.0217381,-0.0128708
12.62,9.01056,0.453625,1.06512,0.546751,0.023104,0.0115264,-0.0091409,0.0218481,-0.0125945
12.63,9.0126,0.453712,1.06516,0.546717,0.0231855,0.0114796,-0.00879983,0.0218891,-0.0124915
12.64,9.01806,0.453945,1.06528,0.546627,0.0234006,0.0113477,-0.00917475,0.0211307,-0.0138849
12.65,9.02353,0.45418,1.06539,0.546534,0.0236081,0.0112019,-0.00954967,0.0203722,-0.0152783
12.66,9.02899,0.454417,1.0655,0.546436,0.0238081,0.0110422,-0.00992459,0.0196138,-0.0166718
12.67,9.03446,0.454656,1.06561,0.546335,0.0240004,0.0108685,-0.0102995,0.0188553,-0.0180652
12.68,9.03992,0.454897,1.06572,0.54623,0.0241852,0.0106809,-0.0106744,0.0180969,-0.0194586
12.69,9.04538,0.455139,1.06582,0.546122,0.0243624,0.0104793,-0.0110493,0.0173384,-0.0208521
12.7,9.05084,0.455384,1.06593,0.546009,0.0245319,0.0102638,-0.0114243,0.01658,-0.0222455
12.71,9.0563,0.45563,1.06603,0.545893,0.024694,0.0100344,-0.0117992,0.0158216,-0.0236389
12.72,9.06176,0.455878,1.06613,0.545773,0.0248484,0.00979105,-0.0121741,0.0150631,-0.0250324
12.73,9.06722,0.456127,1.06622,0.54565,0.0249952,0.00953376,-0.012549,0.0143047,-0.0264258
12.74,9.07267,0.456378,1.06632,0.545522,0.0251345,0.00926253,-0.0129239,0.0135462,-0.0278192
12.75,9.07813,0.45663,1.06641,0.545391,0.0252661,0.00897737,-0.0132989,0.0127878,-0.0292126
12.76,9.08358,0.456883,1.0665,0.545257,0.0253902,0.00867828,-0.0136738,0.0120293,-0.0306061
12.77,9.08903,0.457137,1.06658,0.545118,0.0255067,0.00836525,-0.0140487,0.0112709,-0.0319995
12.78,9.09448,0.457393,1.06667,0.544976,0.0256156,0.00803829,-0.0144236,0.0105125,-0.0333929
12.79,9.09993,0.45765,1.06674,0.544829,0.025717,0.00769739,-0.0147985,0.00975402,-0.0347864
12.8,9.10538,0.457907,1.06682,0.54468,0.0258107,0.00734256,-0.0151735,0.00899558,-0.0361798
12.81,9.11083,0.458166,1.06689,0.544526,0.0258969,0.0069738,-0.0155484,0.00823714,-0.0375732
12.82,9.11627,0.458425,1.06696,0.544369,0.0259755,0.0065911,-0.0159233,0.0074787,-0.0389667
12.83,9.12171,0.458685,1.06702,0.544208,0.0260465,0.00619446,-0.0162982,0.00672026,-0.0403601
12.84,9.12716,0.458946,1.06708,0.544043,0.0261099,0.00578389,-0.0166731,0.00596181,-0.0417535
12.85,9.1326,0.459208,1.06714,0.543874,0.0261657,0.00535939,-0.017048,0.00520337,-0.0431469
12.86,9.13803,0.459469,1.06719,0.543702,0.0262139,0.00492096,-0.017423,0.00444493,-0.0445404
12.87,9.14347,0.459732,1.06724,0.543526,0.0262546,0.00446858,-0.0177979,0.00368649,-0.0459338
12.88,9.1489,0.459994,1.06728,0.543346,0.0262877,0.00400228,-0.0181728,0.00292805,-0.0473272
12.89,9.15434,0.460257,1.06732,0.543162,0.0263132,0.00352204,-0.0185477,0.0021696,-0.0487207
12.9,9.15977,0.460521,1.06735,0.542975,0.0263311,0.00302787,-0.0189226,0.00141116,-0.0501141
12.91,9.1652,0.460784,1.06738,0.542784,0.0263414,0.00251976,-0.0192976,0.00065272,-0.0515075
12.92,9.17062,0.461048,1.0674,0.542589,0.0263441,0.00199772,-0.0196725,-0.000105721,-0.052901
12.93,9.17605,0.461311,1.06742,0.54239,0.0263393,0.00146174,-0.0200474,-0.000864163,-0.0542944
12.94,9.18147,0.461574,1.06743,0.542188,0.0263268,0.000911827,-0.0204223,-0.00162261,-0.0556878
12.95,9.18689,0.461837,1.06744,0.541982,0.0263068,0.000347982,-0.0207972,-0.00238105,-0.0570812
12.96,9.19231,0.4621,1.06744,0.541772,0.0262792,-0.000229798,-0.0211722,-0.00313949,-0.0584747
12.97,9.19773,0.462363,1.06743,0.541558,0.026244,-0.000821512,-0.0215471,-0.00389793,-0.0598681
12.98,9.20314,0.462625,1.06742,0.541341,0.0262013,-0.00142716,-0.021922,-0.00465637,-0.0612615
12.99,9.20855,0.462887,1.0674,0.54112,0.0261509,-0.00204674,-0.0222969,-0.00541481,-0.062655
13,9.21396,0.463148,1.06738,0.540895,0.026093,-0.00268026,-0.0226718,-0.00617326,-0.0640484
13.01,9.21937,0.463409,1.06735,0.540666,0.0260274,-0.00332771,-0.0230467,-0.0069317,-0.0654418
13.02,9.22434,0.463648,1.06731,0.540453,0.0259606,-0.00393476,-0.0233912,-0.00762843,-0.0667219
13.03,9.22974,0.463907,1.06727,0.540224,0.0258897,-0.00459252,-0.0223637,-0.00654281,-0.0648308
13.04,9.23514,0.464165,1.06722,0.540006,0.0258297,-0.00523137,-0.0213363,-0.0054572,-0.0629397
13.05,9.24054,0.464424,1.06717,0.539798,0.0257806,-0.00585131,-0.0203088,-0.00437158,-0.0610486
13.06,9.24594,0.464681,1.06711,0.5396,0.0257423,-0.00645234,-0.0192814,-0.00328597,-0.0591575
13.07,9.25133,0.464938,1.06704,0.539412,0.0257148,-0.00703446,-0.0182539,-0.00220035,-0.0572664
13.08,9.25673,0.465195,1.06697,0.539235,0.0256983,-0.00759767,-0.0172265,-0.00111474,-0.0553753
13.09,9.26212,0.465452,1.06689,0.539068,0.0256925,-0.00814197,-0.016199,-2.91236e-05,-0.0534841
13.1,9.26751,0.465709,1.0668,0.538911,0.0256977,-0.00866735,-0.0151716,0.00105649,-0.051593
13.11,9.2729,0.465966,1.06671,0.538764,0.0257137,-0.00917383,-0.0141441,0.00214211,-0.0497019
13.12,9.27828,0.466224,1.06662,0.538628,0.0257405,-0.00966139,-0.0131167,0.00322772,-0.0478108
13.13,9.28367,0.466481,1.06652,0.538502,0.0257782,-0.01013,-0.0120892,0.00431333,-0.0459197
13.14,9.28905,0.466739,1.06642,0.538386,0.0258268,-0.0105798,-0.0110618,0.00539895,-0.0440286
13.15,9.29444,0.466998,1.06631,0.538281,0.0258862,-0.0110106,-0.0100343,0.00648456,-0.0421375
13.16,9.29982,0.467257,1.0662,0.538185,0.0259565,-0.0114225,-0.00900687,0.00757018,-0.0402464
13.17,9.3052,0.467517,1.06608,0.5381,0.0260376,-0.0118155,-0.00797942,0.00865579,-0.0383553
13.18,9.31058,0.467778,1.06596,0.538026,0.0261296,-0.0121896,-0.00695197,0.00974141,-0.0364642
13.19,9.31596,0.46804,1.06584,0.537961,0.0262324,-0.0125448,-0.00592452,0.010827,-0.0345731
13.2,9.32134,0.468302,1.06571,0.537907,0.0263461,-0.0128811,-0.00489707,0.0119126,-0.032682
13.21,9.32672,0.468567,1.06558,0.537863,0.0264707,-0.0131985,-0.00386963,0.0129983,-0.0307909
13.22,9.3321,0.468832,1.06545,0.53783,0.0266061,-0.0134969,-0.00284218,0.0140839,-0.0288998
13.23,9.33748,0.469099,1.06531,0.537807,0.0267524,-0.0137765,-0.00181473,0.0151695,-0.0270087
13.24,9.34285,0.469367,1.06517,0.537794,0.0269095,-0.0140371,-0.000787278,0.0162551,-0.0251176
13.25,9.34823,0.469637,1.06503,0.537791,0.0270775,-0.0142788,0.000240171,0.0173407,-0.0232265
13.26,9.35361,0.469909,1.06488,0.537798,0.0272563,-0.0145016,0.00126762,0.0184263,-0.0213354
13.27,9.35899,0.470182,1.06474,0.537816,0.027446,-0.0147055,0.00229507,0.0195119,-0.0194443
13.28,9.36437,0.470458,1.06459,0.537844,0.0276465,-0.0148905,0.00332252,0.0205976,-0.0175532
13.29,9.36974,0.470735,1.06444,0.537883,0.0278579,-0.0150566,0.00434997,0.0216832,-0.0156621
13.3,9.37512,0.471015,1.06429,0.537931,0.0280802,-0.0152038,0.00537742,0.0227688,-0.013771
13.31,9.3805,0.471297,1.06414,0.53799,0.0283133,-0.015332,0.00640487,0.0238544,-0.0118799
13.32,9.38588,0.471581,1.06398,0.538059,0.0285573,-0.0154414,0.00743231,0.02494,-0.00998875
13.33,9.39126,0.471868,1.06383,0.538139,0.0288121,-0.0155318,0.00845976,0.0260256,-0.00809764
13.34,9.39665,0.472157,1.06367,0.538229,0.0290778,-0.0156033,0.00948721,0.0271112,-0.00620654
13.35,9.40203,0.472449,1.06352,0.538329,0.0293543,-0.0156559,0.0105147,0.0281969,-0.00431544
13.36,9.40741,0.472744,1.06336,0.538439,0.0296417,-0.0156896,0.0115421,0.0292825,-0.00242433
13.37,9.4128,0.473042,1.0632,0.538559,0.02994,-0.0157044,0.0125696,0.0303681,-0.000533228
13.38,9.41818,0.473343,1.06305,0.53869,0.0302491,-0.0157003,0.013597,0.0314537,0.00135788
13.39,9.42357,0.473647,1.06289,0.538831,0.0305691,-0.0156772,0.0146245,0.0325393,0.00324898
13.4,9.42896,0.473955,1.06273,0.538983,0.0308999,-0.0156353,0.0156519,0.0336249,0.00514008
13.41,9.43282,0.474177,1.06262,0.539097,0.0311432,-0.0155937,0.016387,0.0344016,0.00649303
13.42,9.43821,0.47449,1.06246,0.539262,0.0314774,-0.0155342,0.0165008,0.0324265,0.00541338
13.43,9.4436,0.474806,1.06231,0.539427,0.0317918,-0.0154854,0.0166146,0.0304514,0.00433373
13.44,9.449,0.475126,1.06215,0.539594,0.0320864,-0.0154475,0.0167285,0.0284764,0.00325407
13.45,9.45439,0.475448,1.062,0.539762,0.0323613,-0.0154203,0.0168423,0.0265013,0.00217442
13.46,9.45979,0.475773,1.06185,0.539931,0.0326164,-0.015404,0.0169562,0.0245262,0.00109477
13.47,9.46519,0.4761,1.06169,0.540101,0.0328518,-0.0153984,0.01707,0.0225511,1.51222e-05
13.48,9.47059,0.47643,1.06154,0.540272,0.0330674,-0.0154037,0.0171838,0.020576,-0.00106453
13.49,9.476,0.476761,1.06138,0.540445,0.0332633,-0.0154197,0.0172977,0.0186009,-0.00214418
13.5,9.4814,0.477095,1.06123,0.540618,0.0334395,-0.0154466,0.0174115,0.0166258,-0.00322383
13.51,9.48681,0.47743,1.06108,0.540793,0.0335959,-0.0154842,0.0175254,0.0146508,-0.00430348
13.52,9.49222,0.477767,1.06092,0.540969,0.0337325,-0.0155326,0.0176392,0.0126757,-0.00538313
13.53,9.49763,0.478105,1.06076,0.541146,0.0338494,-0.0155919,0.017753,0.0107006,-0.00646278
13.54,9.50304,0.478444,1.06061,0.541324,0.0339465,-0.0156619,0.0178669,0.00872551,-0.00754243
13.55,9.50846,0.478784,1.06045,0.541503,0.0340239,-0.0157427,0.0179807,0.00675042,-0.00862208
13.56,9.51387,0.479124,1.06029,0.541683,0.0340815,-0.0158343,0.0180946,0.00477534,-0.00970174
13.57,9.51929,0.479465,1.06013,0.541865,0.0341194,-0.0159368,0.0182084,0.00280026,-0.0107814
13.58,9.52471,0.479806,1.05997,0.542048,0.0341375,-0.01605,0.0183222,0.000825171,-0.011861
13.59,9.53013,0.480148,1.05981,0.542231,0.0341359,-0.016174,0.0184361,-0.00114991,-0.0129407
13.6,9.53555,0.480489,1.05965,0.542416,0.0341145,-0.0163088,0.0185499,-0.003125,-0.0140203
13.61,9.54098,0.48083,1.05949,0.542602,0.0340734,-0.0164544,0.0186638,-0.00510008,-0.0151
13.62,9.54641,0.48117,1.05932,0.54279,0.0340125,-0.0166108,0.0187776,-0.00707517,-0.0161796
13.63,9.55183,0.48151,1.05915,0.542978,0.0339319,-0.016778,0.0188914,-0.00905025,-0.0172593
13.64,9.55727,0.481849,1.05899,0.543167,0.0338315,-0.016956,0.0190053,-0.0110253,-0.0183389
13.65,9.5627,0.482187,1.05882,0.543358,0.0337114,-0.0171448,0.0191191,-0.0130004,-0.0194186
13.66,9.56813,0.482523,1.05864,0.54355,0.0335715,-0.0173443,0.019233,-0.0149755,-0.0204982
13.67,9.57357,0.482858,1.05847,0.543743,0.0334119,-0.0175547,0.0193468,-0.0169506,-0.0215779
13.68,9.57901,0.483191,1.05829,0.543937,0.0332325,-0.0177759,0.0194606,-0.0189257,-0.0226575
13.69,9.58445,0.483523,1.05811,0.544132,0.0330334,-0.0180079,0.0195745,-0.0209008,-0.0237372
13.7,9.58989,0.483852,1.05793,0.544328,0.0328145,-0.0182506,0.0196883,-0.0228758,-0.0248168
13.71,9.59533,0.484179,1.05775,0.544526,0.0325758,-0.0185042,0.0198022,-0.0248509,-0.0258965
13.72,9.60078,0.484503,1.05756,0.544724,0.0323174,-0.0187686,0.019916,-0.026826,-0.0269762
13.73,9.60623,0.484825,1.05737,0.544924,0.0320393,-0.0190437,0.0200298,-0.0288011,-0.0280558
13.74,9.61168,0.485144,1.05718,0.545125,0.0317414,-0.0193297,0.0201437,-0.0307762,-0.0291355
13.75,9.61713,0.48546,1.05699,0.545327,0.0314238,-0.0196264,0.0202575,-0.0327513,-0.0302151
13.76,9.62259,0.485773,1.05679,0.54553,0.0310864,-0.019934,0.0203714,-0.0347263,-0.0312948
13.77,9.62804,0.486082,1.05659,0.545734,0.0307293,-0.0202523,0.0204852,-0.0367014,-0.0323744
13.78,9.6335,0.486387,1.05638,0.54594,0.0303524,-0.0205815,0.020599,-0.0386765,-0.0334541
13.79,9.63896,0.486689,1.05618,0.546146,0.0299557,-0.0209214,0.0207129,-0.0406516,-0.0345337
13.8,9.64147,0.486826,1.05608,0.546242,0.0297666,-0.0210815,0.0207653,-0.0415604,-0.0350305
13.81,9.64694,0.487122,1.05587,0.546447,0.0293531,-0.0214291,0.0203769,-0.041136,-0.0345007
13.82,9.6524,0.487413,1.05565,0.546649,0.0289439,-0.0217715,0.0199885,-0.0407116,-0.0339709
13.83,9.65787,0.4877,1.05543,0.546847,0.0285389,-0.0221085,0.0196002,-0.0402872,-0.0334411
13.84,9.66334,0.487984,1.05521,0.547041,0.0281381,-0.0224403,0.0192118,-0.0398629,-0.0329113
13.85,9.66881,0.488263,1.05498,0.547231,0.0277416,-0.0227668,0.0188234,-0.0394385,-0.0323815
13.86,9.67428,0.488539,1.05475,0.547418,0.0273494,-0.0230879,0.0184351,-0.0390141,-0.0318517
13.87,9.67976,0.48881,1.05452,0.5476,0.0269613,-0.0234038,0.0180467,-0.0385897,-0.0313219
13.88,9.68524,0.489078,1.05429,0.547779,0.0265776,-0.0237144,0.0176584,-0.0381653,-0.0307921
13.89,9.69072,0.489342,1.05405,0.547953,0.026198,-0.0240196,0.01727,-0.0377409,-0.0302623
13.9,9.6962,0.489602,1.0538,0.548124,0.0258227,-0.0243196,0.0168816,-0.0373165,-0.0297325
13.91,9.70168,0.489858,1.05356,0.548291,0.0254517,-0.0246143,0.0164933,-0.0368921,-0.0292027
13.92,9.70716,0.490111,1.05331,0.548454,0.0250849,-0.0249037,0.0161049,-0.0364677,-0.028673
13.93,9.71265,0.49036,1.05306,0.548613,0.0247223,-0.0251878,0.0157165,-0.0360433,-0.0281432
13.94,9.71813,0.490605,1.05281,0.548768,0.024364,-0.0254665,0.0153282,-0.0356189,-0.0276134
13.95,9.72362,0.490847,1.05255,0.54892,0.02401,-0.02574,0.0149398,-0.0351945,-0.0270836
13.96,9.72911,0.491086,1.05229,0.549067,0.0236601,-0.0260082,0.0145514,-0.0347701,-0.0265538
13.97,9.7346,0.491321,1.05203,0.549211,0.0233146,-0.0262711,0.0141631,-0.0343457,-0.026024
13.98,9.7401,0.491552,1.05177,0.54935,0.0229732,-0.0265287,0.0137747,-0.0339213,-0.0254942
13.99,9.74559,0.49178,1.0515,0.549486,0.0226361,-0.026781,0.0133864,-0.033497,-0.0249644
14,9.75109,0.492005,1.05123,0.549618,0.0223033,-0.027028,0.012998,-0.0330726,-0.0244346
14.01,9.75658,0.492226,1.05096,0.549746,0.0219747,-0.0272697,0.0126096,-0.0326482,-0.0239048
14.02,9.76208,0.492444,1.05069,0.54987,0.0216503,-0.0275061,0.0122213,-0.0322238,-0.023375
14.03,9.76758,0.492659,1.05041,0.54999,0.0213302,-0.0277372,0.0118329,-0.0317994,-0.0228452
14.04,9.77308,0.492871,1.05013,0.550107,0.0210143,-0.027963,0.0114445,-0.031375,-0.0223154
14.05,9.77858,0.493079,1.04985,0.550219,0.0207027,-0.0281835,0.0110562,-0.0309506,-0.0217856
14.06,9.78409,0.493285,1.04957,0.550328,0.0203953,-0.0283987,0.0106678,-0.0305262,-0.0212558
14.07,9.78959,0.493487,1.04928,0.550433,0.0200922,-0.0286086,0.0102795,-0.0301018,-0.020726
14.08,9.79509,0.493687,1.049,0.550534,0.0197933,-0.0288132,0.00989109,-0.0296774,-0.0201962
14.09,9.8006,0.493883,1.04871,0.550631,0.0194986,-0.0290125,0.00950273,-0.029253,-0.0196664
14.1,9.80611,0.494077,1.04842,0.550724,0.0192082,-0.0292065,0.00911436,-0.0288286,-0.0191366
14.11,9.81161,0.494267,1.04812,0.550813,0.0189221,-0.0293952,0.008726,-0.0284042,-0.0186068
14.12,9.81712,0.494455,1.04783,0.550898,0.0186401,-0.0295787,0.00833764,-0.0279798,-0.018077
14.13,9.82263,0.49464,1.04753,0.55098,0.0183625,-0.0297568,0.00794927,-0.0275554,-0.0175472
14.14,9.82814,0.494822,1.04723,0.551057,0.018089,-0.0299296,0.00756091,-0.027131,-0.0170174
