
==============================
REPLAN_ID,1
==============================
t,x,y,z,vx,vy,vz,ax,ay,az
23.56,13.404,0.308422,1.15792,0.556066,0.0202249,-0.00158072,0.00563171,-0.0128348,-0.0223761
23.57,13.4096,0.308624,1.15791,0.556121,0.0200958,-0.00180765,0.00545461,-0.012986,-0.0230111
23.58,13.4151,0.308824,1.15789,0.556175,0.0199652,-0.00204094,0.0052775,-0.0131372,-0.0236461
23.59,13.4207,0.309023,1.15787,0.556227,0.019833,-0.00228057,0.0051004,-0.0132884,-0.0242811
23.6,13.4263,0.309221,1.15784,0.556277,0.0196994,-0.00252656,0.00492329,-0.0134396,-0.0249161
23.61,13.4318,0.309417,1.15782,0.556325,0.0195642,-0.0027789,0.00474619,-0.0135908,-0.0255511
23.62,13.4374,0.309612,1.15779,0.556372,0.0194276,-0.00303758,0.00456908,-0.013742,-0.0261861
23.63,13.443,0.309806,1.15776,0.556417,0.0192894,-0.00330262,0.00439198,-0.0138933,-0.0268211
23.64,13.4485,0.309998,1.15772,0.55646,0.0191497,-0.00357401,0.00421487,-0.0140445,-0.0274561
23.65,13.4541,0.310189,1.15768,0.556501,0.0190085,-0.00385174,0.00403777,-0.0141957,-0.0280912
23.66,13.4596,0.310378,1.15764,0.556541,0.0188658,-0.00413583,0.00386066,-0.0143469,-0.0287262
23.67,13.4652,0.310566,1.1576,0.556578,0.0187216,-0.00442627,0.00368356,-0.0144981,-0.0293612
23.68,13.4708,0.310752,1.15756,0.556614,0.0185758,-0.00472305,0.00350645,-0.0146493,-0.0299962
23.69,13.4763,0.310937,1.15751,0.556648,0.0184286,-0.00502619,0.00332935,-0.0148005,-0.0306312
23.7,13.4819,0.311121,1.15746,0.556681,0.0182798,-0.00533568,0.00315224,-0.0149517,-0.0312662
23.71,13.4875,0.311303,1.1574,0.556711,0.0181296,-0.00565151,0.00297514,-0.015103,-0.0319012
23.72,13.493,0.311484,1.15734,0.55674,0.0179778,-0.0059737,0.00279803,-0.0152542,-0.0325362
23.73,13.4986,0.311663,1.15728,0.556767,0.0178245,-0.00630224,0.00262093,-0.0154054,-0.0331712
23.74,13.5042,0.31184,1.15722,0.556793,0.0176697,-0.00663712,0.00244382,-0.0155566,-0.0338062
23.75,13.5098,0.312016,1.15715,0.556816,0.0175133,-0.00697836,0.00226672,-0.0157078,-0.0344412
23.76,13.5153,0.31219,1.15708,0.556838,0.0173555,-0.00732595,0.00208961,-0.015859,-0.0350762
23.77,13.5209,0.312363,1.157,0.556858,0.0171962,-0.00767989,0.00191251,-0.0160102,-0.0357113
23.78,13.5265,0.312534,1.15692,0.556876,0.0170353,-0.00804017,0.0017354,-0.0161614,-0.0363463
23.79,13.532,0.312704,1.15684,0.556893,0.0168729,-0.00840681,0.0015583,-0.0163126,-0.0369813
23.8,13.5376,0.312872,1.15675,0.556907,0.016709,-0.0087798,0.00138119,-0.0164639,-0.0376163
23.81,13.5432,0.313038,1.15667,0.55692,0.0165436,-0.00915914,0.00120409,-0.0166151,-0.0382513
23.82,13.5487,0.313202,1.15657,0.556932,0.0163767,-0.00954483,0.00102698,-0.0167663,-0.0388863
23.83,13.5543,0.313365,1.15647,0.556941,0.0162083,-0.00993686,0.000849879,-0.0169175,-0.0395213
23.84,13.5599,0.313527,1.15637,0.556949,0.0160384,-0.0103353,0.000672774,-0.0170687,-0.0401563
23.85,13.5654,0.313686,1.15627,0.556954,0.0158669,-0.01074,0.00049567,-0.0172199,-0.0407913
23.86,13.571,0.313844,1.15616,0.556958,0.015694,-0.0111511,0.000318565,-0.0173711,-0.0414263
23.87,13.5766,0.314,1.15604,0.556961,0.0155195,-0.0115685,0.00014146,-0.0175223,-0.0420613
23.88,13.5798,0.314089,1.15598,0.556961,0.0154186,-0.0118113,3.96662e-05,-0.0176093,-0.0424263
23.89,13.5854,0.314242,1.15586,0.556963,0.0152396,-0.0122341,0.000386473,-0.0181892,-0.0421217
23.9,13.5909,0.314394,1.15573,0.556969,0.0150548,-0.0126538,0.00073328,-0.0187692,-0.0418171
23.91,13.5965,0.314543,1.1556,0.556978,0.0148642,-0.0130704,0.00108009,-0.0193492,-0.0415124
23.92,13.6021,0.314691,1.15547,0.556991,0.0146678,-0.013484,0.00142689,-0.0199292,-0.0412078
23.93,13.6076,0.314837,1.15533,0.557007,0.0144656,-0.0138946,0.0017737,-0.0205092,-0.0409031
23.94,13.6132,0.31498,1.15519,0.557026,0.0142576,-0.0143021,0.00212051,-0.0210892,-0.0405985
23.95,13.6188,0.315122,1.15505,0.557049,0.0140438,-0.0147065,0.00246732,-0.0216692,-0.0402939
23.96,13.6243,0.315261,1.1549,0.557075,0.0138242,-0.0151079,0.00281412,-0.0222492,-0.0399892
23.97,13.6299,0.315398,1.15475,0.557105,0.0135988,-0.0155063,0.00316093,-0.0228292,-0.0396846
23.98,13.6355,0.315533,1.15459,0.557139,0.0133676,-0.0159016,0.00350774,-0.0234091,-0.03938
23.99,13.6411,0.315666,1.15443,0.557175,0.0131307,-0.0162939,0.00385454,-0.0239891,-0.0390753
24,13.6466,0.315796,1.15426,0.557216,0.0128879,-0.0166831,0.00420135,-0.0245691,-0.0387707
24.01,13.6522,0.315923,1.15409,0.557259,0.0126393,-0.0170693,0.00454816,-0.0251491,-0.0384661
24.02,13.6578,0.316048,1.15392,0.557307,0.0123849,-0.0174525,0.00489497,-0.0257291,-0.0381614
24.03,13.6633,0.316171,1.15375,0.557357,0.0121247,-0.0178326,0.00524177,-0.0263091,-0.0378568
24.04,13.6689,0.316291,1.15357,0.557412,0.0118587,-0.0182096,0.00558858,-0.0268891,-0.0375522
24.05,13.6745,0.316408,1.15338,0.557469,0.0115869,-0.0185836,0.00593539,-0.0274691,-0.0372475
24.06,13.6801,0.316523,1.15319,0.55753,0.0113093,-0.0189545,0.00628219,-0.0280491,-0.0369429
24.07,13.6856,0.316634,1.153,0.557595,0.0110259,-0.0193225,0.006629,-0.028629,-0.0366383
24.08,13.6912,0.316743,1.15281,0.557663,0.0107367,-0.0196873,0.00697581,-0.029209,-0.0363336
24.09,13.6968,0.316849,1.15261,0.557734,0.0104417,-0.0200491,0.00732262,-0.029789,-0.036029
24.1,13.7024,0.316952,1.15241,0.557809,0.010141,-0.0204079,0.00766942,-0.030369,-0.0357243
24.11,13.708,0.317052,1.1522,0.557888,0.00983437,-0.0207636,0.00801623,-0.030949,-0.0354197
24.12,13.7135,0.317149,1.15199,0.55797,0.00952198,-0.0211163,0.00836304,-0.031529,-0.0351151
24.13,13.7191,0.317242,1.15178,0.558055,0.00920379,-0.0214659,0.00870985,-0.032109,-0.0348104
24.14,13.7247,0.317333,1.15156,0.558144,0.0088798,-0.0218125,0.00905665,-0.032689,-0.0345058
24.15,13.7303,0.31742,1.15134,0.558236,0.00855001,-0.022156,0.00940346,-0.033269,-0.0342012
24.16,13.7359,0.317504,1.15112,0.558332,0.00821442,-0.0224965,0.00975027,-0.0338489,-0.0338965
24.17,13.7414,0.317584,1.15089,0.558431,0.00787303,-0.022834,0.0100971,-0.0344289,-0.0335919
24.18,13.747,0.317661,1.15066,0.558534,0.00752584,-0.0231684,0.0104439,-0.0350089,-0.0332873
24.19,13.7526,0.317735,1.15043,0.55864,0.00717285,-0.0234997,0.0107907,-0.0355889,-0.0329826
24.2,13.7582,0.317805,1.15019,0.55875,0.00681406,-0.023828,0.0111375,-0.0361689,-0.032678
24.21,13.7638,0.317871,1.14995,0.558863,0.00644947,-0.0241533,0.0114843,-0.0367489,-0.0323734
24.22,13.7694,0.317934,1.14971,0.558979,0.00607908,-0.0244755,0.0118311,-0.0373289,-0.0320687
24.23,13.775,0.317992,1.14946,0.559099,0.00570289,-0.0247946,0.0121779,-0.0379089,-0.0317641
24.24,13.7806,0.318048,1.14921,0.559223,0.0053209,-0.0251108,0.0125247,-0.0384889,-0.0314595
24.25,13.7862,0.318099,1.14896,0.55935,0.00493312,-0.0254238,0.0128715,-0.0390689,-0.0311548
24.26,13.7917,0.318146,1.1487,0.55948,0.00453953,-0.0257339,0.0132183,-0.0396488,-0.0308502
24.27,13.7973,0.31819,1.14845,0.559614,0.00414014,-0.0260408,0.0135651,-0.0402288,-0.0305455
24.28,13.8029,0.318229,1.14818,0.559752,0.00373495,-0.0263448,0.013912,-0.0408088,-0.0302409
24.29,13.8085,0.318264,1.14792,0.559892,0.00332396,-0.0266457,0.0142588,-0.0413888,-0.0299363
24.3,13.8141,0.318295,1.14765,0.560037,0.00290717,-0.0269435,0.0146056,-0.0419688,-0.0296316
24.31,13.8142,0.318296,1.14765,0.560039,0.00290147,-0.0269475,0.0146103,-0.0419767,-0.0296275
24.32,13.8198,0.318323,1.14738,0.560185,0.00249016,-0.0272346,0.0146897,-0.0402851,-0.0277939
24.33,13.8254,0.318346,1.1471,0.560333,0.00209576,-0.0275034,0.0147692,-0.0385936,-0.0259604
24.34,13.831,0.318365,1.14683,0.560481,0.00171828,-0.0277538,0.0148487,-0.0369021,-0.0241268
24.35,13.8366,0.31838,1.14655,0.56063,0.00135772,-0.0279859,0.0149281,-0.0352105,-0.0222932
24.36,13.8422,0.318392,1.14627,0.560779,0.00101407,-0.0281997,0.0150076,-0.033519,-0.0204597
24.37,13.8478,0.3184,1.14598,0.56093,0.000687342,-0.0283951,0.0150871,-0.0318274,-0.0186261
24.38,13.8535,0.318406,1.1457,0.561081,0.000377526,-0.0285722,0.0151665,-0.0301359,-0.0167925
24.39,13.8591,0.318408,1.14541,0.561233,8.46248e-05,-0.028731,0.015246,-0.0284443,-0.0149589
24.4,13.8647,0.318408,1.14512,0.561386,-0.000191361,-0.0288714,0.0153255,-0.0267528,-0.0131254
24.41,13.8703,0.318404,1.14483,0.56154,-0.000450431,-0.0289935,0.0154049,-0.0250613,-0.0112918
24.42,13.8759,0.318399,1.14454,0.561694,-0.000692586,-0.0290972,0.0154844,-0.0233697,-0.00945824
24.43,13.8815,0.318391,1.14425,0.561849,-0.000917825,-0.0291827,0.0155639,-0.0216782,-0.00762467
24.44,13.8871,0.31838,1.14396,0.562005,-0.00112615,-0.0292497,0.0156433,-0.0199866,-0.0057911
24.45,13.8928,0.318368,1.14367,0.562162,-0.00131756,-0.0292985,0.0157228,-0.0182951,-0.00395753
24.46,13.8984,0.318354,1.14337,0.56232,-0.00149205,-0.0293289,0.0158023,-0.0166035,-0.00212396
24.47,13.904,0.318338,1.14308,0.562478,-0.00164963,-0.029341,0.0158817,-0.014912,-0.000290389
24.48,13.9096,0.318321,1.14279,0.562637,-0.00179029,-0.0293347,0.0159612,-0.0132204,0.00154318
24.49,13.9153,0.318303,1.14249,0.562797,-0.00191404,-0.0293101,0.0160407,-0.0115289,0.00337675
24.5,13.9209,0.318283,1.1422,0.562958,-0.00202087,-0.0292672,0.0161201,-0.00983736,0.00521032
24.51,13.9265,0.318262,1.14191,0.56312,-0.00211078,-0.0292059,0.0161996,-0.00814581,0.00704389
24.52,13.9322,0.318241,1.14162,0.563282,-0.00218378,-0.0291263,0.0162791,-0.00645427,0.00887746
24.53,13.9378,0.318219,1.14133,0.563445,-0.00223987,-0.0290283,0.0163585,-0.00476272,0.010711
24.54,13.9434,0.318196,1.14104,0.563609,-0.00227904,-0.0289121,0.016438,-0.00307118,0.0125446
24.55,13.9491,0.318173,1.14075,0.563774,-0.00230129,-0.0287774,0.0165175,-0.00137964,0.0143782
24.56,13.9547,0.31815,1.14046,0.56394,-0.00230663,-0.0286245,0.0165969,0.000311907,0.0162117
24.57,13.9603,0.318127,1.14018,0.564106,-0.00229506,-0.0284532,0.0166764,0.00200345,0.0180453
24.58,13.966,0.318104,1.13989,0.564273,-0.00226656,-0.0282636,0.0167559,0.00369499,0.0198789
24.59,13.9716,0.318082,1.13961,0.564441,-0.00222116,-0.0280556,0.0168353,0.00538654,0.0217124
24.6,13.9773,0.31806,1.13933,0.56461,-0.00215883,-0.0278293,0.0169148,0.00707808,0.023546
24.61,13.9829,0.318039,1.13905,0.564779,-0.00207959,-0.0275847,0.0169943,0.00876963,0.0253796
24.62,13.9886,0.318018,1.13878,0.56495,-0.00198344,-0.0273217,0.0170737,0.0104612,0.0272132
24.63,13.9942,0.317999,1.13851,0.565121,-0.00187037,-0.0270404,0.0171532,0.0121527,0.0290467
24.64,13.9999,0.317981,1.13824,0.565293,-0.00174039,-0.0267408,0.0172326,0.0138443,0.0308803
24.65,14.0055,0.317964,1.13797,0.565466,-0.00159349,-0.0264228,0.0173121,0.0155358,0.0327139
24.66,14.0112,0.317949,1.13771,0.565639,-0.00142967,-0.0260865,0.0173916,0.0172273,0.0345474
24.67,14.0168,0.317936,1.13745,0.565813,-0.00124894,-0.0257319,0.017471,0.0189189,0.036381
24.68,14.0225,0.317924,1.1372,0.565988,-0.00105129,-0.0253589,0.0175505,0.0206104,0.0382146
24.69,14.0282,0.317915,1.13694,0.566164,-0.00083673,-0.0249676,0.01763,0.022302,0.0400481
24.7,14.0338,0.317907,1.1367,0.566341,-0.000605252,-0.024558,0.0177094,0.0239935,0.0418817
24.71,14.0395,0.317903,1.13645,0.566519,-0.000356859,-0.02413,0.0177889,0.0256851,0.0437153
24.72,14.0451,0.3179,1.13621,0.566697,-9.15508e-05,-0.0236836,0.0178684,0.0273766,0.0455488
24.73,14.0508,0.317901,1.13598,0.566876,0.000190673,-0.023219,0.0179478,0.0290682,0.0473824
24.74,14.0517,0.317901,1.13595,0.566903,0.000233891,-0.0231486,0.0179596,0.0293186,0.0476539
24.75,14.0573,0.317905,1.13572,0.567085,0.00052701,-0.0226756,0.0185092,0.0293052,0.0469634
24.76,14.063,0.317912,1.13549,0.567273,0.000819995,-0.0222094,0.0190588,0.0292917,0.0462729
24.77,14.0687,0.317921,1.13527,0.567466,0.00111285,-0.0217501,0.0196084,0.0292783,0.0455824
24.78,14.0743,0.317934,1.13506,0.567665,0.00140556,-0.0212977,0.020158,0.0292649,0.0448919
24.79,14.08,0.317949,1.13485,0.567869,0.00169814,-0.0208523,0.0207076,0.0292515,0.0442014
24.8,14.0857,0.317968,1.13464,0.568079,0.00199059,-0.0204137,0.0212572,0.0292381,0.043511
24.81,14.0914,0.317989,1.13444,0.568294,0.00228291,-0.019982,0.0218068,0.0292247,0.0428205
24.82,14.0971,0.318014,1.13424,0.568515,0.00257509,-0.0195573,0.0223564,0.0292113,0.04213
24.83,14.1028,0.318041,1.13405,0.568741,0.00286713,-0.0191394,0.022906,0.0291979,0.0414395
24.84,14.1084,0.318071,1.13386,0.568973,0.00315904,-0.0187285,0.0234556,0.0291845,0.040749
24.85,14.1141,0.318104,1.13367,0.569211,0.00345082,-0.0183245,0.0240052,0.0291711,0.0400585
24.86,14.1198,0.31814,1.13349,0.569453,0.00374246,-0.0179273,0.0245548,0.0291576,0.039368
24.87,14.1255,0.318179,1.13331,0.569702,0.00403397,-0.0175371,0.0251044,0.0291442,0.0386776
24.88,14.1312,0.318221,1.13314,0.569955,0.00432535,-0.0171538,0.025654,0.0291308,0.0379871
24.89,14.1369,0.318265,1.13297,0.570215,0.00461659,-0.0167774,0.0262037,0.0291174,0.0372966
24.9,14.1426,0.318313,1.1328,0.57048,0.0049077,-0.0164078,0.0267533,0.029104,0.0366061
24.91,14.1483,0.318363,1.13264,0.57075,0.00519867,-0.0160452,0.0273029,0.0290906,0.0359156
24.92,14.154,0.318417,1.13248,0.571026,0.00548951,-0.0156895,0.0278525,0.0290772,0.0352251
24.93,14.1598,0.318473,1.13233,0.571307,0.00578021,-0.0153407,0.0284021,0.0290638,0.0345346
24.94,14.1655,0.318533,1.13218,0.571594,0.00607078,-0.0149988,0.0289517,0.0290504,0.0338442
24.95,14.1712,0.318595,1.13203,0.571886,0.00636122,-0.0146639,0.0295013,0.029037,0.0331537
24.96,14.1769,0.31866,1.13188,0.572184,0.00665152,-0.0143358,0.0300509,0.0290235,0.0324632
24.97,14.1826,0.318728,1.13174,0.572487,0.00694169,-0.0140146,0.0306005,0.0290101,0.0317727
24.98,14.1884,0.318799,1.1316,0.572796,0.00723173,-0.0137003,0.0311501,0.0289967,0.0310822
24.99,14.1941,0.318872,1.13147,0.57311,0.00752163,-0.0133929,0.0316997,0.0289833,0.0303917
25,14.1998,0.318949,1.13134,0.57343,0.00781139,-0.0130925,0.0322493,0.0289699,0.0297013
25.01,14.2056,0.319029,1.13121,0.573755,0.00810102,-0.0127989,0.0327989,0.0289565,0.0290108
25.02,14.2113,0.319111,1.13108,0.574086,0.00839052,-0.0125123,0.0333485,0.0289431,0.0283203
25.03,14.217,0.319196,1.13096,0.574422,0.00867989,-0.0122325,0.0338981,0.0289297,0.0276298
25.04,14.2228,0.319285,1.13083,0.574764,0.00896912,-0.0119597,0.0344477,0.0289163,0.0269393
25.05,14.2285,0.319376,1.13072,0.575111,0.00925821,-0.0116937,0.0349973,0.0289028,0.0262488
25.06,14.2343,0.31947,1.1306,0.575464,0.00954717,-0.0114347,0.0355469,0.0288894,0.0255583
25.07,14.24,0.319567,1.13049,0.575822,0.009836,-0.0111826,0.0360965,0.028876,0.0248679
25.08,14.2458,0.319667,1.13038,0.576186,0.0101247,-0.0109373,0.0366461,0.0288626,0.0241774
25.09,14.2516,0.319769,1.13027,0.576555,0.0104133,-0.010699,0.0371957,0.0288492,0.0234869
25.1,14.2573,0.319875,1.13016,0.576929,0.0107017,-0.0104676,0.0377453,0.0288358,0.0227964
25.11,14.2631,0.319983,1.13006,0.57731,0.01099,-0.0102431,0.0382949,0.0288224,0.0221059
25.12,14.2689,0.320095,1.12996,0.577695,0.0112781,-0.0100255,0.0388445,0.028809,0.0214154
25.13,14.2747,0.320209,1.12986,0.578087,0.0115661,-0.00981477,0.0393941,0.0287956,0.0207249
25.14,14.2804,0.320326,1.12976,0.578483,0.011854,-0.00961098,0.0399437,0.0287822,0.0200345
25.15,14.2862,0.320446,1.12967,0.578885,0.0121418,-0.00941408,0.0404933,0.0287687,0.019344
25.16,14.292,0.320569,1.12957,0.579293,0.0124294,-0.0092241,0.0410429,0.0287553,0.0186535
25.17,14.2932,0.320593,1.12956,0.579375,0.0124865,-0.00918719,0.0411521,0.0287527,0.0185164
25.18,14.299,0.32072,1.12946,0.579786,0.0127672,-0.00899798,0.0410175,0.0273815,0.0193262
25.19,14.3048,0.320849,1.12938,0.580195,0.0130341,-0.00880066,0.040883,0.0260104,0.020136
25.2,14.3106,0.32098,1.12929,0.580603,0.0132874,-0.00859526,0.0407485,0.0246392,0.0209458
25.21,14.3164,0.321114,1.1292,0.58101,0.0135269,-0.00838175,0.0406139,0.0232681,0.0217556
25.22,14.3222,0.321251,1.12912,0.581415,0.0137528,-0.00816014,0.0404794,0.0218969,0.0225654
25.23,14.328,0.321389,1.12904,0.58182,0.0139649,-0.00793044,0.0403448,0.0205258,0.0233752
25.24,14.3338,0.32153,1.12896,0.582222,0.0141633,-0.00769264,0.0402103,0.0191547,0.024185
25.25,14.3396,0.321673,1.12889,0.582624,0.014348,-0.00744674,0.0400757,0.0177835,0.0249949
25.26,14.3455,0.321817,1.12881,0.583024,0.0145189,-0.00719274,0.0399412,0.0164124,0.0258047
25.27,14.3513,0.321963,1.12874,0.583423,0.0146762,-0.00693065,0.0398067,0.0150412,0.0266145
25.28,14.3571,0.322111,1.12867,0.58382,0.0148198,-0.00666045,0.0396721,0.0136701,0.0274243
25.29,14.363,0.322259,1.12861,0.584216,0.0149496,-0.00638216,0.0395376,0.0122989,0.0282341
25.3,14.3688,0.322409,1.12855,0.584611,0.0150657,-0.00609577,0.039403,0.0109278,0.0290439
25.31,14.3747,0.322561,1.12849,0.585004,0.0151682,-0.00580128,0.0392685,0.00955663,0.0298537
25.32,14.3805,0.322713,1.12843,0.585396,0.0152569,-0.0054987,0.0391339,0.00818549,0.0306635
25.33,14.3864,0.322866,1.12838,0.585787,0.0153319,-0.00518801,0.0389994,0.00681434,0.0314733
25.34,14.3922,0.323019,1.12833,0.586176,0.0153932,-0.00486923,0.0388649,0.0054432,0.0322832
25.35,14.3981,0.323174,1.12828,0.586564,0.0154407,-0.00454235,0.0387303,0.00407205,0.033093
25.36,14.404,0.323328,1.12824,0.586951,0.0154746,-0.00420737,0.0385958,0.00270091,0.0339028
25.37,14.4098,0.323483,1.1282,0.587336,0.0154948,-0.00386429,0.0384612,0.00132976,0.0347126
25.38,14.4157,0.323638,1.12816,0.58772,0.0155012,-0.00351312,0.0383267,-4.13819e-05,0.0355224
25.39,14.4216,0.323793,1.12813,0.588103,0.0154939,-0.00315385,0.0381921,-0.00141253,0.0363322
25.4,14.4275,0.323948,1.1281,0.588484,0.0154729,-0.00278647,0.0380576,-0.00278367,0.037142
25.41,14.4334,0.324102,1.12807,0.588864,0.0154383,-0.00241101,0.0379231,-0.00415482,0.0379518
25.42,14.4393,0.324257,1.12805,0.589242,0.0153899,-0.00202744,0.0377885,-0.00552596,0.0387616
25.43,14.4452,0.32441,1.12803,0.589619,0.0153277,-0.00163577,0.037654,-0.00689711,0.0395714
25.44,14.4511,0.324563,1.12802,0.589995,0.0152519,-0.00123601,0.0375194,-0.00826825,0.0403813
25.45,14.457,0.324715,1.12801,0.59037,0.0151624,-0.000828147,0.0373849,-0.0096394,0.0411911
25.46,14.4629,0.324866,1.128,0.590743,0.0150591,-0.000412187,0.0372503,-0.0110105,0.0420009
25.47,14.4688,0.325016,1.128,0.591115,0.0149422,1.18704e-05,0.0371158,-0.0123817,0.0428107
25.48,14.4747,0.325165,1.128,0.591485,0.0148115,0.000444026,0.0369813,-0.0137528,0.0436205
25.49,14.4806,0.325312,1.12801,0.591854,0.0146671,0.00088428,0.0368467,-0.015124,0.0444303
25.5,14.4865,0.325458,1.12802,0.592222,0.014509,0.00133263,0.0367122,-0.0164951,0.0452401
25.51,14.4924,0.325603,1.12803,0.592589,0.0143372,0.00178908,0.0365776,-0.0178663,0.0460499
25.52,14.4984,0.325745,1.12805,0.592954,0.0141517,0.00225363,0.0364431,-0.0192374,0.0468597
25.53,14.5043,0.325886,1.12808,0.593318,0.0139525,0.00272628,0.0363085,-0.0206086,0.0476696
25.54,14.5102,0.326024,1.12811,0.59368,0.0137395,0.00320702,0.036174,-0.0219797,0.0484794
25.55,14.5162,0.32616,1.12814,0.594041,0.0135129,0.00369587,0.0360395,-0.0233508,0.0492892
25.56,14.5221,0.326294,1.12818,0.594401,0.0132725,0.00419281,0.0359049,-0.024722,0.050099
25.57,14.5281,0.326426,1.12823,0.594759,0.0130184,0.00469784,0.0357704,-0.0260931,0.0509088
25.58,14.534,0.326555,1.12828,0.595116,0.0127506,0.00521098,0.0356358,-0.0274643,0.0517186
25.59,14.54,0.326681,1.12833,0.595472,0.0124691,0.00573222,0.0355013,-0.0288354,0.0525284
25.6,14.5427,0.326738,1.12836,0.595637,0.0123335,0.00597741,0.0354387,-0.0294732,0.0529051
25.61,14.5487,0.32686,1.12842,0.595986,0.0120511,0.00649854,0.034364,-0.0270083,0.0513206
25.62,14.5547,0.326979,1.12849,0.596324,0.0117934,0.00700383,0.0332893,-0.0245435,0.0497361
25.63,14.5606,0.327096,1.12856,0.596652,0.0115603,0.00749327,0.0322146,-0.0220786,0.0481517
25.64,14.5666,0.327211,1.12864,0.596968,0.0113518,0.00796686,0.0311399,-0.0196138,0.0465672
25.65,14.5726,0.327323,1.12872,0.597274,0.011168,0.00842461,0.0300652,-0.0171489,0.0449827
25.66,14.5785,0.327434,1.12881,0.59757,0.0110088,0.00886651,0.0289906,-0.0146841,0.0433983
25.67,14.5845,0.327544,1.1289,0.597854,0.0108743,0.00929257,0.0279159,-0.0122192,0.0418138
25.68,14.5905,0.327652,1.12899,0.598128,0.0107644,0.00970279,0.0268412,-0.00975435,0.0402293
25.69,14.5965,0.327759,1.12909,0.598391,0.0106792,0.0100972,0.0257665,-0.0072895,0.0386449
25.7,14.6025,0.327865,1.12919,0.598643,0.0106186,0.0104757,0.0246918,-0.00482465,0.0370604
25.71,14.6084,0.327971,1.1293,0.598885,0.0105827,0.0108384,0.0236171,-0.00235979,0.0354759
25.72,14.6144,0.328077,1.12941,0.599116,0.0105714,0.0111852,0.0225424,0.00010506,0.0338915
25.73,14.6204,0.328183,1.12952,0.599336,0.0105848,0.0115162,0.0214677,0.00256991,0.032307
25.74,14.6264,0.328289,1.12964,0.599545,0.0106228,0.0118313,0.020393,0.00503477,0.0307225
25.75,14.6324,0.328395,1.12976,0.599744,0.0106855,0.0121306,0.0193183,0.00749962,0.0291381
25.76,14.6384,0.328503,1.12988,0.599931,0.0107728,0.0124141,0.0182436,0.00996447,0.0275536
25.77,14.6444,0.328611,1.13001,0.600109,0.0108848,0.0126817,0.017169,0.0124293,0.0259691
25.78,14.6504,0.328721,1.13014,0.600275,0.0110214,0.0129335,0.0160943,0.0148942,0.0243846
25.79,14.6564,0.328832,1.13027,0.60043,0.0111827,0.0131694,0.0150196,0.017359,0.0228002
25.8,14.6624,0.328944,1.1304,0.600575,0.0113686,0.0133895,0.0139449,0.0198239,0.0212157
25.81,14.6684,0.329059,1.13053,0.600709,0.0115792,0.0135937,0.0128702,0.0222887,0.0196312
25.82,14.6744,0.329176,1.13067,0.600833,0.0118144,0.0137821,0.0117955,0.0247536,0.0180468
25.83,14.6805,0.329295,1.13081,0.600945,0.0120742,0.0139547,0.0107208,0.0272184,0.0164623
25.84,14.6865,0.329418,1.13095,0.601047,0.0123587,0.0141114,0.00964612,0.0296833,0.0148778
25.85,14.6925,0.329543,1.13109,0.601138,0.0126679,0.0142522,0.00857143,0.0321482,0.0132934
25.86,14.6985,0.329671,1.13124,0.601218,0.0130017,0.0143772,0.00749674,0.034613,0.0117089
25.87,14.7045,0.329803,1.13138,0.601288,0.0133602,0.0144864,0.00642204,0.0370779,0.0101244
25.88,14.7105,0.329938,1.13152,0.601347,0.0137433,0.0145797,0.00534735,0.0395427,0.00853996
25.89,14.7165,0.330078,1.13167,0.601395,0.014151,0.0146572,0.00427266,0.0420076,0.00695549
25.9,14.7225,0.330221,1.13182,0.601432,0.0145834,0.0147188,0.00319797,0.0444724,0.00537102
25.91,14.7286,0.330369,1.13197,0.601459,0.0150405,0.0147646,0.00212328,0.0469373,0.00378655
25.92,14.7346,0.330522,1.13211,0.601475,0.0155222,0.0147946,0.00104859,0.0494021,0.00220209
25.93,14.7406,0.33068,1.13226,0.60148,0.0160285,0.0148087,-2.61003e-05,0.051867,0.000617618
25.94,14.7443,0.330781,1.13235,0.601478,0.0163556,0.0148094,-0.000693961,0.0533987,-0.000367041
25.95,14.7503,0.330947,1.1325,0.60147,0.0168885,0.0148026,-0.000868688,0.0531894,-0.000995283
25.96,14.7564,0.331118,1.13265,0.60146,0.0174194,0.0147895,-0.00104342,0.0529801,-0.00162352
25.97,14.7624,0.331295,1.1328,0.601449,0.0179481,0.0147702,-0.00121814,0.0527708,-0.00225177
25.98,14.7684,0.331477,1.13294,0.601436,0.0184748,0.0147445,-0.00139287,0.0525614,-0.00288001
25.99,14.7744,0.331665,1.13309,0.601421,0.0189994,0.0147126,-0.0015676,0.0523521,-0.00350825
26,14.7804,0.331857,1.13324,0.601405,0.0195218,0.0146743,-0.00174233,0.0521428,-0.00413649
26.01,14.7864,0.332055,1.13339,0.601386,0.0200422,0.0146298,-0.00191705,0.0519335,-0.00476473
26.02,14.7924,0.332258,1.13353,0.601366,0.0205605,0.014579,-0.00209178,0.0517241,-0.00539298
26.03,14.7984,0.332466,1.13368,0.601344,0.0210767,0.014522,-0.00226651,0.0515148,-0.00602122
26.04,14.8045,0.33268,1.13382,0.601321,0.0215908,0.0144586,-0.00244123,0.0513055,-0.00664946
26.05,14.8105,0.332898,1.13397,0.601296,0.0221028,0.014389,-0.00261596,0.0510961,-0.0072777
26.06,14.8165,0.333122,1.13411,0.601269,0.0226127,0.0143131,-0.00279069,0.0508868,-0.00790594
